fact,rho,s_del,s_surv,margin,r_f
a93a1a1d-72e3-4b02-b2d5-f805fe491c3f,0.85,0.8524711728096008,,,False
fc3c6bd6-252a-4c56-9206-12fc0bd22c59,0.85,,,,False
b0c52a66-2df8-417e-b5b3-d0149e1bd3ec,0.85,0.8601035475730896,,,True
51712ba8-d10e-448a-b0b5-f5df36c9f415,0.85,,,,True
c3571a08-d3fd-4f22-9311-a54d2afc70e0,0.85,,,,False
4e85de3c-1c41-45dc-832e-cc981ce76106,0.85,,,,False
0e61691e-9eb7-47a7-9955-d413c37e97f3,0.85,,,,False
4b51843b-f41c-4fe9-ac25-8ce3345a55ad,0.85,,,,False
40740100-71c2-44a1-a563-acd2fa87b939,0.85,,,,False
5cbc33f6-5644-4efe-827c-dda2ae277d52,0.85,,,,False
9700b6bb-60c2-4db1-bcf3-6aa0961e450a,0.85,0.8577412962913513,,,False
fce9707e-0e7d-450c-9cb9-d189527b70a1,0.85,,,,False
6ace3fd3-fb2f-4645-9bad-5912670659fb,0.85,,,,False
48562a6c-eeb7-4d8d-9606-cdb58908b487,0.85,,,,True
44e3d6c6-4c22-488c-b16f-8c58d208a0d4,0.85,,,,False
641411dd-9df7-4416-9ab3-b9f087745546,0.85,,,,False
748722bb-6b40-4d7f-afaa-b06778601d86,0.85,,,,False
8a1a0238-485f-4c43-8c08-c96c26f6f4fe,0.85,0.8862705230712891,,,False
74876aac-7550-4bcb-bfe1-526834104664,0.85,,,,False
6a7471c7-f775-4395-ab3a-d6623aa7cb65,0.85,,,,False
dcd53d5d-f2a9-4053-8e5e-34472055c021,0.85,,,,False
fa29eace-d71d-4333-8c94-cafcb14c04f6,0.85,,,,False
af5dac87-19ce-47b5-a733-34e49c8dbbf2,0.85,,,,False
99cf1942-e929-4252-902d-d5e4c85f08c7,0.85,,,,False
50522856-468e-46a8-bf11-e69756382af4,0.85,,,,False
ff281f00-2f47-416e-837b-77b3ffc4da01,0.85,,,,False
127a0486-8f2e-41e7-b465-e2ec99b593e9,0.85,,,,True
3153e13c-7f68-4da0-9c9c-7a3020595c4f,0.85,,,,False
ba894fd6-8e53-4851-929d-111e4ff1bcfb,0.85,,,,False
9ce724c0-a587-4a4e-9888-f6302fe8e6b0,0.85,,,,False
95d891d0-f7a2-407e-b9ee-04c98ca0dd37,0.85,,,,False
ad36a7dd-1d70-43e8-86e2-67601b19a231,0.85,0.9341400861740112,,,False
54f6d95f-7e00-4af2-b775-ac67c6d684ee,0.85,,,,False
de75669e-50a4-4166-8392-39b475ca6cce,0.85,,,,False
06e4ed45-49e1-4fc1-8a54-ee15d4115336,0.85,,,,False
65e1c0d6-76a0-40dd-8d83-e835c47c5b24,0.85,,,,True
0348ede7-d4e0-4f14-aa85-c855a5f38a48,0.85,,,,False
95d44237-b67f-4c14-bb0c-82a12318fd10,0.85,,,,False
ac8904fc-b792-4cd7-9ab8-d3ee0d70be2e,0.85,,,,False
7410e4ae-0c79-4bbb-9206-1503c0036cc6,0.85,,,,False
513fc5cd-222e-4d90-ab1f-19c341a05a36,0.85,,,,False
75130266-cb93-4300-8012-e1a1cc259bc9,0.85,,,,False
e3803da3-3985-477f-84b7-374d3883cc99,0.85,,,,False
793d8676-6f02-4ba9-b9d0-ebf187ea4331,0.85,0.8610742092132568,,,False
0a48af14-55d1-4a84-9874-97152c191a9d,0.85,,,,False
4349c309-6ee0-401c-aa3e-17cfa728145e,0.85,,,,False
36f05cc0-cebf-457d-8b71-af3647411fce,0.85,,,,False
13a0e4ea-20a0-454f-98fa-e126fe7f7758,0.85,,,,False
ca3ffb8d-cc3a-44ac-9a3b-e5ee0a8486fe,0.85,0.8716340065002441,,,False
50146343-5a84-4abb-a1d5-5feb3f1c8141,0.85,,,,False
9fc8f42c-bd6e-48f7-bf60-93625a1ec5b8,0.85,,,,False
5d6d27dd-ae07-4796-9045-3e25e012fe93,0.85,,,,True
341ffe83-f28b-4a8b-bd0a-57335afffc38,0.85,,,,False
ab30dbcd-004e-49ad-8680-77ed7b96618d,0.85,,,,False
2fab979d-15dd-4cf8-896c-1079ebb2e650,0.85,,,,True
4c518e6f-4e52-4066-9ede-8b5c83bb88da,0.85,,,,False
03475710-ca9c-4f55-be25-c9b9fc4675dc,0.85,,,,False
cfb2d5d9-6410-4f18-90cf-59a4aafb5c0d,0.85,,,,False
8839f3c6-515e-4016-9451-25ee7ce3f6c4,0.85,,,,False
f68d65be-4233-4cac-bf56-57f347ab8ad0,0.85,0.8872474431991577,,,False
491d1e0f-497c-4cf7-9301-06642c62d1a5,0.85,,,,False
75d73225-319c-43fe-86df-4422c7c7525f,0.85,,,,False
80266017-53ba-4957-b2a9-edbae2c42e9f,0.85,,,,False
1116ab68-a8a3-41a2-86be-f0f9378fb7a9,0.85,0.8599594235420227,,,False
142910a4-a32d-46d1-b235-1d0d4d959255,0.85,,,,False
4d5b73f9-3c3e-4119-ada4-817f236393d1,0.85,,,,False
db1c4c48-2941-47f3-8ae9-c5d176103fd9,0.85,,,,False
58d7c28d-7a71-4bd7-83f9-16b7616710ca,0.85,,,,False
a876c2a5-3fe4-4584-a367-8a0197abe9df,0.85,,,,False
3c45107d-636e-428f-9dfd-c657a896f590,0.85,0.8778228163719177,,,False
2fcce129-6622-4b29-b576-324dc9c03f49,0.85,,,,False
23a34589-708c-44c2-8022-abc05181c139,0.85,,,,False
fee7e82d-eee4-492d-90e2-a0bc253a77e5,0.85,0.8503534197807312,,,False
f39eba2f-7ec3-47d4-abf8-63fd9444b3a1,0.85,,,,False
df7b3109-9bc5-4d0b-8582-200dd8f50a61,0.85,,,,False
a5d9f685-2fac-4ad1-9adc-32f0e0522623,0.85,,,,False
dd7b3b63-fb1e-4af7-af6d-6fda82df487a,0.85,,,,True
9f358281-4414-4d0f-9936-8f79c563bac5,0.85,,,,False
a91803d0-62fb-4a18-b7b8-eafce0f0cb49,0.85,,,,False
9c3276fb-4148-4530-aa39-a41ce8adbeb4,0.85,,,,False
4ff2dcca-5076-4732-8235-a4a6b6a06f2f,0.85,,,,False
b4676d0b-f3c8-41ec-bc53-fd42ad450e2b,0.85,,,,False
906df13f-ad4b-4a56-a17a-6f962ae7e953,0.85,,,,False
b5c95af4-f2df-4fe3-9d77-978e62d48e65,0.85,,,,False
31354d5f-f857-4cf8-87d3-7498a5c197f6,0.85,,,,False
9307afba-d4ca-4bbc-9781-6d305921b3d2,0.85,,,,False
b51901d4-6ad3-49d7-ae1a-e3e54b28e1ed,0.85,,,,False
dbfc500f-e6fa-43c0-b0a9-f371a1069fef,0.85,,,,False
51e2ead7-8206-4566-9996-e5dce534979f,0.85,,,,False
6da8b41a-0c75-4c8b-929d-4722ace224e7,0.85,,,,False
b63accad-6061-4943-8b29-85b07be9057d,0.85,,,,False
8039a73b-f2d3-4cff-87a2-140b1e77b55b,0.85,,,,False
49801c42-ec89-4b72-92fe-5066c5b6c559,0.85,,,,False
27e88344-0f5b-423f-8c18-1e41a4e48ea7,0.85,,,,False
6a3af14e-4980-4b07-8667-2b956c8af8b7,0.85,,,,False
2885dfd9-c755-4e73-87ee-5afa81e01df0,0.85,,,,False
08a92410-9c07-4809-b07a-69ae37f48b2e,0.85,0.863945722579956,,,False
653966f2-309e-4d00-905e-4e92d5233eda,0.85,,,,False
abbe97a1-bf4f-4458-b826-4ae1d70139de,0.85,0.8502763509750366,,,False
d7fa3fb1-f2f9-4586-8699-ed4a550d5adb,0.85,,,,False
10f462c6-e905-4619-b72b-7dc4583aa520,0.85,,,,False
1386841b-a240-4c88-b4ba-6cb238364805,0.85,,,,True
50588cb6-446d-4b89-84a2-8c0fb8da0e8a,0.85,,,,False
d51cb078-d0ba-4fef-8a37-7ecc80cf9962,0.85,,,,False
6b4fa3c0-926e-4559-a997-003a1025b804,0.85,,,,True
8111e7aa-bf08-4c95-978a-287b5b673df9,0.85,,,,True
9ff7cea3-c614-4a9a-bc55-e33630e8f72a,0.85,,,,False
62561d10-1369-4cae-882e-238ce8293444,0.85,,,,False
bc65e0ca-2535-4ef5-b688-abcc2fb32a60,0.85,,,,False
bc6da50b-82fd-43bb-ae9f-17054a27db90,0.85,,,,False
10f78f8d-0d4a-40ad-98f8-f4d569bc45e5,0.85,,,,False
97360091-52ab-4b4d-b196-c2160899efc2,0.85,,,,False
17c9ef90-327f-4359-9491-c79c85495879,0.85,,,,False
c127f83a-58da-4d9e-871c-08d68580c049,0.85,,,,False
7543e343-7ca1-4534-a82b-1f4a0837ddc7,0.85,,,,False
7c5aae73-bc2e-46fd-a1fe-1ac4e35ce691,0.85,,,,False
a59f91f4-a901-46e7-be75-f133091fd2a3,0.85,,,,False
6f6c2c2b-e925-464b-80a0-4f03dac6fb63,0.85,,,,False
08bfcfe2-b27b-4d4c-929a-963058596c31,0.85,,,,False
d16924e3-b4ea-42bf-9754-640cadc4d3ed,0.85,,,,True
0ed8664e-8044-493d-9b87-241a53a00ec1,0.85,,,,False
120e38f0-ebca-4c45-905c-9da807691d8e,0.85,,,,False
896e9bd9-79e1-459a-97aa-04826cf07677,0.85,,,,False
dcf08b29-9421-4d86-8f11-338c3681cb80,0.85,0.8809828162193298,,,False
fd806c2b-7168-46a5-b2b6-76c143a044bf,0.85,,,,False
09b0006b-a464-4545-8715-9b5345b9c323,0.85,,,,False
a67df283-4bd8-4c95-a71b-382b83a6c550,0.85,,,,False
068852b0-3100-44b2-b956-e0edfdac4f02,0.85,,,,False
207849f1-869c-4fba-89f7-9065b792641e,0.85,,,,True
84a97136-68b3-409e-8641-569e195866aa,0.85,,,,True
95f4f6e0-1ee5-4cfd-8162-13ac819caecf,0.85,,,,False
bd783567-9cad-4615-8111-85f6681ab316,0.85,,,,False
451fe136-8dee-4154-8be5-f8e19d1f1ea4,0.85,,,,False
79bfe3db-1abf-47bf-828e-ad6b48a5a620,0.85,,,,False
440f9dcf-0eb2-44ad-ac78-db3a47a0ac5a,0.85,,,,False
a767c714-9813-4592-8de3-c32867518a3a,0.85,,,,False
bd2dada5-f451-465f-af32-2e0a5e60a557,0.85,,,,False
3d8647f9-1655-454f-9c32-360df32b9b1d,0.85,,,,False
ca46a889-25bf-4ded-bb39-6021da0e15d9,0.85,,,,False
51517288-2829-4e58-9d14-aec4a57ff035,0.85,,,,False
3c41912f-84d0-47b9-ab8c-c8412ae75314,0.85,,,,False
76c8a5a3-1000-4f36-9e7e-de582d533bd9,0.85,,,,False
1dabb4cc-d24a-4d72-89b0-a0735b82df91,0.85,,,,False
0e60036f-bd72-4dd1-8399-5a619cc29994,0.85,0.8946540951728821,,,False
a6dd4d5d-bbcb-46d3-89e6-857d8d5a7d5b,0.85,,,,False
7968399e-8e93-4b93-ae8c-081ebb060fc3,0.85,0.8577718138694763,,,False
28f2d1b3-9b05-4e87-9ef8-a7ac844c71cf,0.85,,,,False
1cb635aa-cd96-4943-9a54-aa5471e25ac1,0.85,,,,False
e9672670-32fd-45aa-809d-e96ff566d4d1,0.85,,,,False
fa55b940-1478-4b16-850f-c23969c530e4,0.85,,,,False
b765e951-e5cb-419e-b230-a772f07e8b40,0.85,,,,True
b4557c5e-a74e-4de6-807c-a37e17880469,0.85,,,,False
3582e6a9-de08-4319-8231-7c1e966f2cf8,0.85,,,,False
e07fc75b-8563-45b9-ad19-dcbbdce3ff96,0.85,,,,False
46d6a869-1838-48ad-aa17-f8e2bbbaf4f0,0.85,,,,False
ab44d395-136c-488a-b82d-4239a04e884b,0.85,,,,False
04e42872-2e62-4930-bdf4-d9e04c20090c,0.85,0.8664698600769043,,,True
628e56c7-9c29-42b9-9c1d-76cf6b0028d9,0.85,,,,False
b34c66a6-6b38-423e-abdb-3717623e0f2e,0.85,,,,False
5312eba8-0e9a-47c1-a15e-076cd6e172d1,0.85,,,,False
8bb58a04-92cb-4cd4-8359-a1abf627a7cb,0.85,0.8635099530220032,,,False
38ba02a4-dff1-4173-8c76-7fd01ed0ade9,0.85,,,,False
24486eb0-242d-4ffd-afe1-70779b0f5bda,0.85,,,,False
649a9545-1926-429d-9843-fb391d4b1574,0.85,,,,True
213dac7c-5f47-402b-a493-bcce5a7c7d7f,0.85,,,,False
d2754b7f-8093-40a2-90be-48bc62b53c33,0.85,,,,False
7069f8d1-ad65-4596-9462-4a90238505d9,0.85,,,,True
1b6db1ea-4b13-44d1-8643-37d25455d13b,0.85,0.8504291772842407,,,False
7a53eda8-d856-45c5-a11b-03aa5e185ff8,0.85,,,,False
a262ac35-1158-4dfd-9b8b-529d4df2b7a3,0.85,,,,False
13f71957-b44c-4f89-a9e0-5d8b60bf5006,0.85,,,,False
3bdeb857-cf75-4531-a10d-7a84a6532d83,0.85,,,,False
70c1c9aa-0cda-443d-9078-d8e0a8f0001e,0.85,,,,False
b1fc6c63-63d7-4e65-b6c4-17e4e327ae67,0.85,,,,True
ecde710a-7063-43a7-a2a4-fd3048c5162c,0.85,,,,False
8598e04b-62a4-4528-83e9-b9ef816b428d,0.85,,,,False
cf884a71-181c-42a3-b88f-4c494a25aa91,0.85,,,,False
44a47680-114f-4a7e-b1cd-d4136340c28b,0.85,,,,False
a791ebb8-0513-4890-9f51-18821e8dd546,0.85,,,,False
050e0f0b-a18e-43a5-8bc2-10d87a3851cf,0.85,0.8937587738037109,,,False
e9ae4fca-3970-4534-a749-7fa062452fe0,0.85,,,,False
b448f9e2-05d2-47ef-a669-67bca10ae016,0.85,,,,False
f7e4ba09-9c50-41da-8295-8b00ebce1dc5,0.85,,,,True
a714e7ab-215b-440f-a8ae-74fb5fc1975b,0.85,,,,False
8bbb9026-7ea4-423a-9bbd-3e9f2a66861a,0.85,,,,True
bfe0eea9-7b03-4136-9653-98c24ec8af42,0.85,,,,False
681b2efe-841d-46c8-89cb-97fd5c0608a5,0.85,,,,False
467da817-f0f2-4690-867d-3dec06c36398,0.85,,,,False
fd77adf4-d674-45b2-8282-6320c314edda,0.85,,,,False
bfac8823-3d28-4785-b7c0-615e6c83d0b3,0.85,,,,False
f8a8a4b7-1b64-4bc7-b40c-eb6aaff44d88,0.85,,,,False
3171d1d8-a72c-4f90-9f65-1df173433f37,0.85,,,,False
4d2f8cd9-95c8-47b0-ae82-c1e9f9a328ff,0.85,,,,False
d89f11bc-0687-41e0-9d7b-0c0db8ce969c,0.85,,,,False
0aa90e6f-6cef-4925-97c6-e5c368f3e9ab,0.85,,,,False
47c34fa8-9d77-4722-8872-171ef1714be1,0.85,,,,False
5f5ca9f0-bf98-4e71-a006-65e49dd4a3f1,0.85,,,,False
831eb531-0731-4373-89af-945e884bf562,0.85,,,,False
01dcb954-0edf-4b40-b65e-7a5cb0520fd5,0.85,0.8553915023803711,,,False
d2a22544-7845-4393-b8fb-b148b4919ee5,0.85,,,,False
6a13061b-8e49-4af3-833d-a0987c655816,0.85,,,,False
c6e2d1e0-dd70-4911-8ec3-50cae22795ea,0.85,,,,False
625fc5b6-9db2-4e4a-8a7f-04e01a6b9a59,0.85,,,,False
bb8ff558-6423-4226-a9ea-f8e5beab197f,0.85,,,,False
0442d9cd-f495-49b8-8eb5-93a0349300fb,0.85,,,,False
bb7f429a-469f-4134-b908-0fdf1c390a06,0.85,,,,False
6ef73e92-de05-4a72-bc67-ec8747dd6ee1,0.85,,,,False
8eca071e-87ac-4779-89c3-85b06d852bb4,0.85,,,,False
1a1960e6-3db8-4c34-bffb-549365d78499,0.85,,,,False
3400ebd5-0783-4bcb-9c21-874f2339f912,0.85,0.8583861589431763,,,False
b18f8583-ead6-479b-b7fd-f869e5b755af,0.85,,,,True
5f2975f5-1d37-48a3-87f8-bccacfa2bd91,0.85,,,,False
4f2ea46b-3b43-4c0a-bff4-aefb2861faa4,0.85,,,,False
e8b1f9a0-bbb5-4c9f-bc16-b5c34ef5d114,0.85,,,,False
6defb721-3d83-4e34-91e8-9d585170363f,0.85,,,,False
c6172ea7-ed37-430a-9a66-47683e73ba37,0.85,,,,True
6aeb18aa-9700-446c-8af4-c59b39589ea4,0.85,,,,False
9a608954-91cc-4c1b-bc40-43e0b6207269,0.85,,,,False
f93602b7-d9df-4ea5-acd1-846d41e76093,0.85,,,,True
e98d0d3f-c210-45f6-a1d6-8a55674479a0,0.85,,,,False
4433cddd-35a1-495f-8cd3-941a0b3938ed,0.85,0.8750542998313904,,,False
bed13e8c-cbc6-4ceb-8e00-d577e1e865d8,0.85,,,,False
044074c0-9c1c-4545-b4f1-c7878a20284e,0.85,,,,False
e47b1783-8428-432a-9950-65d14aa4d7b9,0.85,,,,False
07160fbe-6e10-4b90-b9a5-0bcc7d7949e4,0.85,,,,False
9828c6c7-b22f-4ded-971f-8ebe83c6da8b,0.85,,,,False
c029e24b-7fa9-4d4b-a29e-14a4dd0a1c27,0.85,,,,True
a070e8c5-df6a-4971-8338-784e28c7e10f,0.85,,,,False
7937d732-5179-4286-bf01-f7fd0348293b,0.85,,,,False
ff2c784b-c1cc-437c-98f9-9dbd6927d842,0.85,0.8991686105728149,,,False
b8996bc5-f071-436e-83ae-cdff02caf405,0.85,,,,False
e8e4f1ad-b926-4ce8-b8a7-4cd9b401b366,0.85,,,,True
5bcad0cc-c73e-4911-9113-75e07228c989,0.85,,,,False
9f70c17b-1eea-4542-b8c1-baeaed7b0313,0.85,,,,False
abc8de8c-6bf0-4c36-b137-3a248f1a280b,0.85,,,,False
f9e3917a-9aa6-48c1-acee-5fa6b74825a4,0.85,,,,True
2dcbc3cf-43f1-4fb9-8e31-cbc8ccb4b151,0.85,,,,True
6796894e-5d92-4a42-87d9-a748ff11b7d4,0.85,,,,False
039e8ad7-6f06-41e5-ab42-6a2ed3e996dd,0.85,,,,False
a1099678-fb86-4312-8dcd-82e8059b6755,0.85,,,,False
0886eb12-54fd-485b-86b1-5bab567e28a4,0.85,0.8608461618423462,,,False
d3679166-fa72-4e6f-b1da-24b08e1a5052,0.85,,,,False
430d9089-84eb-4937-8c81-612bdaca38f8,0.85,,,,False
24697a20-5ea8-4c67-9000-f8cb681dad0c,0.85,,,,False
55793905-6f46-4970-91c0-b8a8dcdfaf23,0.85,,,,False
7eb61adb-c986-4719-a16a-9b227247eb1d,0.85,,,,False
23e43e54-46cb-4bbc-a6be-e1597208758c,0.85,,,,False
a4460649-32c2-4094-9526-1579fc56732a,0.85,,,,True
95d3751d-3b61-4c35-9856-fccfa82dbd1e,0.85,,,,False
5b759844-508d-4892-9fdf-28391cce4d4f,0.85,,,,False
272799fc-3460-4ff1-b525-cccf7a93b6c6,0.85,0.9348037242889404,,,False
7c83cd9a-f296-46a3-8325-6cde7d1fdb96,0.85,,,,True
a5d38c87-6a49-4a7a-898d-8d9e26e74bf9,0.85,,,,False
60dd3a10-9d7c-4416-8ab1-c956a2dff96d,0.85,,,,False
825cbeaf-d98b-4130-824e-635d8656188e,0.85,,,,False
03027013-68fc-48a5-98a5-1770578cbc39,0.85,,,,False
90a660ac-2231-459a-bc93-8fad01455784,0.85,,,,False
694df104-1d83-4dde-855c-ddd2d38edbd0,0.85,,,,True
dc946d25-e1a3-4c32-9856-3501166f449e,0.85,,,,True
043bb2d2-9e9d-4933-a668-34896d017176,0.85,,,,False
693a4c55-4514-4283-93ed-a99d083ff547,0.85,,,,False
e2bbf417-6523-493f-a612-86246940d34c,0.85,,,,False
3184f1cd-9a18-4f18-826a-323dbafb9d9e,0.85,,,,False
e18903fa-e54c-4036-9525-2a910aa50072,0.85,,,,False
9a5316fe-9615-496a-b6a2-9b66de62cb5c,0.85,,,,False
ee6a6181-f46e-4781-82c9-9d0b02a24ee8,0.85,,,,False
1e4d342e-f09b-46d6-bc8c-389899682e9c,0.85,,,,False
bc779077-3c18-435a-bb40-d9174c9f87c4,0.85,0.887120246887207,,,False
445fdd9e-03de-477d-82f1-8141f0bf95f0,0.85,,,,False
3e1cb242-1468-40c8-945d-4722984ebe86,0.85,,,,False
6a3bf160-863b-4cff-b745-fcd544df05ea,0.85,,,,False
36a0cb7f-dedb-43c3-a031-f2d9f640e3e6,0.85,,,,False
2a982118-4ee8-4eb2-a5a2-03b90715650f,0.85,,,,False
3b6a3614-f333-49b6-94d6-c831919fb3eb,0.85,,,,True
482868e3-eb86-4540-a7bc-c638bc40b7a5,0.85,,,,False
7d9af3c1-601a-4f4d-846f-a42f9d8d7f51,0.85,,,,False
661923ff-1fe5-423e-898e-3c2b8a9e7984,0.85,,,,False
6de6f941-6a6e-4710-b1f7-8bf2d2b5431b,0.85,,,,False
9cc7578e-5ebf-42f9-9f5c-4ef2e0db45b6,0.85,,,,False
fe275eeb-b094-41aa-9a8f-f5504bd47e3c,0.85,0.8566548228263855,,,False
3a262307-e841-49ef-b7aa-bf75703f103d,0.85,,,,False
2c1b9873-7045-4409-999c-e4b067516556,0.85,,,,False
21a548af-91d8-4ab7-a9f3-a99a01cd0c30,0.85,0.8591009378433228,,,False
a807e8ec-fe70-43cf-b74b-ccfc5d779314,0.85,,,,False
dc30fcb8-c374-4910-8efc-7d95f98c88c3,0.85,,,,False
0a616061-da35-4388-81fe-3a790c43c196,0.85,0.8681723475456238,,,False
e0510143-0948-4f23-9c41-84123031d4f1,0.85,,,,False
9dd669d9-56ca-427a-b90d-e415724b5ccd,0.85,0.8697406053543091,,,False
06539867-296a-410f-b171-c495f1087aa4,0.85,,,,False
98a20034-4fe5-4e13-9260-d96fce6250e9,0.85,,,,True
2c10839d-c2d8-4b40-b01f-c6d1592cc9a0,0.85,,,,False
35cbb3e1-75bb-401a-b16f-0ffc9a2711ba,0.85,,,,False
5fc6ba3f-5d29-4d67-bf7c-c98ab4ebb5c5,0.85,,,,False
893f9444-7a6d-44ed-bb6c-b8e2a5696496,0.85,,,,False
5fffd4ee-540a-4f15-aca5-b46f11885d99,0.85,,,,True
e7f37cb3-e251-4914-b8b0-3b7e4f6759cd,0.85,,,,False
67b1250d-c7b7-49d2-afbf-4cdfddb345c6,0.85,,,,False
c994effd-f45e-48ae-bf59-8952283ce194,0.85,,,,False
5acf993d-91ea-463c-b2fc-728306a078c5,0.85,,,,False
0c19ee07-32f7-4a97-a29e-107c3c80ba4f,0.85,,,,False
fa5d4bb2-1bf6-436d-bfbd-d2e7c68f2484,0.85,,,,False
83b4352e-2712-4b85-9690-790a56c7f33f,0.85,0.8865546584129333,,,True
f0b397c7-9d72-4f48-9634-52ecbaab8d58,0.85,,,,True
195501b8-ec77-4d34-a32c-2c8aa5959042,0.85,,,,False
650b19ec-e91b-40c9-afc2-b054aeb16255,0.85,,,,False
17279796-5196-4d5e-a75b-52810d1c745a,0.85,,,,False
0eb93871-d14d-4138-ab9e-8e0b5b263841,0.85,0.8579716682434082,,,True
9f34b4a1-cdff-4eea-8ed0-3195d7c8a1dd,0.85,,,,False
eb7aca63-0c56-4c04-ad56-c24e0b34de3b,0.85,0.8523992300033569,,,False
02515087-3124-4542-9590-e0f82775c4c0,0.85,,,,False
20c263c3-02af-4414-b341-2f459c6a4d62,0.85,,,,False
99ce7d52-54c8-4114-a240-7d2a1fc80b73,0.85,,,,False
7886cef2-4a81-4edd-9408-c071323541fd,0.85,,,,False
5bec88ad-2ec7-43b0-9a0c-010a88dfd2b0,0.85,,,,False
cdedc9ff-b6fe-4ee5-8747-308a528bc634,0.85,,,,False
e8fc2951-ac46-4a0f-bd4f-4dac064f2759,0.85,,,,False
d19df1c6-4621-4eb3-bb71-57f66897ae61,0.85,,,,False
0ac206d0-6f27-4afd-a4ef-0f8ce1e5accf,0.85,0.8774022459983826,,,False
6513d22d-bbfe-4ef6-9194-593ee0080ff6,0.85,0.8749463558197021,,,False
eeb1429f-5449-4b40-9ea7-84d8100e06f5,0.85,,,,False
ee7ead09-8e75-4e83-9385-44723cbd65dd,0.85,0.8700103759765625,,,False
741a4f48-eca3-48e7-8d83-55017d4bc037,0.85,,,,False
26b44706-b104-4f74-aa62-4a9460b11806,0.85,,,,False
499fe666-3697-4d01-b546-00ab7084513a,0.85,,,,False
b40d7207-6c79-415e-8bd8-abe394628ce9,0.85,,,,False
86b2dadd-f2fd-4e6f-9137-5b4fef3950bf,0.85,,,,True
86b9a58d-971e-4bbe-898f-5b95fcdca24e,0.85,,,,False
0d27a5ae-dbf0-4334-b057-9fe161f78767,0.85,,,,False
d5ccf9a6-eeb3-417b-9e22-370b27787868,0.85,,,,False
d4a5c50d-28e4-45b0-ba80-5c450057257a,0.85,,,,False
3eb354f7-5b07-478e-80f8-3b88583894d7,0.85,,,,True
a4e77a04-1cb5-48e7-9e53-42096ac8a8d6,0.85,,,,False
56c25660-07d5-4a97-bc27-0da3cbf300a0,0.85,,,,False
b441eea0-db41-4471-ad51-3eb305faef39,0.85,,,,True
1edeb73b-ed3d-48ea-b8ad-982936c5cc4e,0.85,,,,False
c4d465ba-bb63-4381-a058-725633dc5298,0.85,,,,False
24c6cda3-28de-450b-b6b1-a04f351ad258,0.85,,,,False
b82c8925-9a85-4dfe-b3c5-431003366a43,0.85,,,,True
d6f61da0-b4ec-4561-adc1-a81af6850b67,0.85,,,,False
e7f58bcb-b3ca-48a3-9439-bb4248cc7ed7,0.85,0.8742693662643433,,,False
cc95ac00-2315-4809-bef0-9106f2067176,0.85,,,,False
4595519b-9286-4873-81aa-9121e7fb351a,0.85,,,,False
d0f3c6ea-ca45-4f2a-a4b4-06770c8d715e,0.85,,,,True
2fd6e5b0-7b30-4d9b-bb3f-73d977b03095,0.85,,,,False
8ba7a946-fdbd-4a6b-adf8-0cc1e3c56598,0.85,,,,False
276df345-ab78-41b1-a247-22d2262d882b,0.85,,,,True
b0fc7897-5019-4a48-b2c7-831045411720,0.85,,,,False
