fact,answer,fold,samples,samples_scored,l_rep,predicted,label_unseen,behavioral_l
zsre-10152,Vikram Bhatt,1,1,1,0.0,Stanley Kubrick,False,0.0
zsre-10154,1660,0,1,1,0.0,18 February 1887,False,0.0
zsre-10166,Carlo Verdone,1,1,1,0.0,Tinto Brass,False,0.0
zsre-10167,4 January 1964,3,1,1,0.0,1948,False,0.0
zsre-10174,Monongahela River,2,1,1,0.0,Mississippi River,False,0.0
zsre-10175,9 January 2007,1,1,1,0.0,14 August 1958,False,0.0
zsre-10176,9 January 2007,4,1,1,1.0,9 January 2007,False,0.0
zsre-10177,9 January 2007,1,1,1,0.0,22 August 1999,False,0.0
zsre-10212,Yehiel Lasri,0,1,1,0.0,bishop,False,0.0
zsre-10218,piano,0,1,1,1.0,piano,False,0.0
zsre-10225,French,3,1,1,1.0,French,False,0.0
zsre-10227,Paris,4,1,1,1.0,Paris,False,0.0
zsre-10233,stroke,4,1,1,1.0,stroke,False,0.0
zsre-10235,stroke,0,1,1,1.0,stroke,False,0.0
zsre-10236,stroke,4,1,1,1.0,stroke,False,0.0
zsre-10237,stroke,1,1,1,1.0,stroke,False,0.0
zsre-10247,German,4,1,1,0.0,French,False,0.0
zsre-10258,Moon,0,1,1,1.0,Moon,False,1.0
zsre-10259,Moon,4,1,1,1.0,Moon,False,0.0
zsre-10261,Moon,0,1,1,1.0,Moon,False,1.0
zsre-10263,Moon,2,1,1,1.0,Moon,False,0.0
zsre-10287,11 December 1943,3,1,1,0.0,1922,False,0.0
zsre-10312,Switzerland,0,1,1,0.0,German,False,0.0
zsre-10316,7 June 1738,3,1,1,0.0,16 February 1944,False,0.0
zsre-10317,5 January 2005,3,1,1,0.0,17 October 1944,False,0.0
zsre-10318,Russia,4,1,1,0.0,Moon,False,0.0
zsre-10336,20 October 1936,4,1,1,0.0,1888,False,0.0
zsre-10339,Agnes of Loon,4,1,1,0.0,Joanna of Castile,False,0.0
zsre-10342,Jack Nicholson,3,1,1,0.0,German,False,0.0
zsre-10343,28 February 1861,4,1,1,0.0,16 April 1886,False,0.0
zsre-10362,Dutch,1,1,1,0.0,French,False,0.0
zsre-10366,Orion,3,1,1,0.0,Hydra,False,0.0
zsre-10372,human,3,1,1,1.0,human,False,0.0
zsre-10389,Texas,4,1,1,0.0,Mars,False,0.0
zsre-10390,Oxford University Press,0,1,1,1.0,Oxford University Press,False,0.0
zsre-10392,Oxford University Press,3,1,1,1.0,Oxford University Press,False,0.0
zsre-10404,James IV of Scotland,3,1,1,0.0,"John Churchill, 1st Duke of Marlborough",False,0.0
zsre-10405,9 July 2013,1,1,1,0.0,19 September 1991,False,0.0
zsre-10411,Mike Clattenburg,3,1,1,0.0,Michael Graves,False,0.0
zsre-1042,Cambridge University Press,0,1,1,0.0,Oxford University Press,False,0.0
zsre-10421,Winchester Repeating Arms Company,0,1,1,0.0,Remington Arms,False,0.0
zsre-10422,Ann Arbor,3,1,1,0.0,stroke,False,0.0
zsre-10423,University of Arizona Press,3,1,1,0.0,Oxford University Press,False,0.0
zsre-1043,Cambridge University Press,4,1,1,0.0,Oxford University Press,False,0.0
zsre-10431,1798,2,1,1,0.0,19 November 1980,False,0.0
zsre-10433,Java,3,1,1,0.0,C,False,0.0
zsre-10434,Java,2,1,1,0.0,C,False,0.0
zsre-10435,Java,2,1,1,0.0,C,False,0.0
zsre-10438,1948,2,1,1,0.0,1962,False,0.0
zsre-10445,Mascot Pictures,3,1,1,0.0,Paramount Pictures,False,0.0
zsre-10447,Mascot Pictures,0,1,1,0.0,Paramount Pictures,False,0.0
zsre-10456,French,0,1,1,1.0,French,False,0.0
zsre-10459,14 August 1975,1,1,1,0.0,14 March 1963,False,0.0
zsre-10460,Elsevier,0,1,1,0.0,Springer Science+Business Media,False,0.0
zsre-10461,Elsevier,0,1,1,0.0,Springer Science+Business Media,False,0.0
zsre-10465,Clyde,0,1,1,0.0,Mississippi River,False,0.0
zsre-10466,Clyde,1,1,1,0.0,River Dee,False,0.0
zsre-1047,Australian rules footballer,2,1,1,0.0,politician,False,0.0
zsre-10481,surgeon,0,1,1,0.0,French,False,0.0
zsre-10487,Quebec,0,1,1,0.0,Doha International Airport,False,0.0
zsre-10488,Jørn Utzon,0,1,1,0.0,Frank Gehry,False,0.0
zsre-1049,Medknow Publications,0,1,1,0.0,Oxford University Press,False,0.0
zsre-10490,Jørn Utzon,0,1,1,0.0,Frank Gehry,False,0.0
zsre-10492,Jørn Utzon,4,1,1,1.0,Jørn Utzon,False,0.0
zsre-10496,Data Deficient,0,1,1,1.0,Data Deficient,False,0.0
zsre-10497,Data Deficient,2,1,1,1.0,Data Deficient,False,0.0
zsre-10498,Data Deficient,4,1,1,1.0,Data Deficient,False,0.0
zsre-105,Venus,1,1,1,0.0,Moon,False,0.0
zsre-1050,8 January 1989,4,1,1,0.0,16 February 1998,False,0.0
zsre-10500,Data Deficient,1,1,1,1.0,Data Deficient,False,0.0
zsre-10502,Comedy Central,2,1,1,0.0,CBC Television,False,0.0
zsre-10515,baronet,1,1,1,1.0,baronet,False,1.0
zsre-10516,baronet,3,1,1,1.0,baronet,False,1.0
zsre-10517,Edenville,0,1,1,0.0,William Withering,False,0.0
zsre-10521,17 March 1987,0,1,1,0.0,17 February 1961,False,0.0
zsre-10523,20 September 1959,0,1,1,0.0,19 September 1991,False,0.0
zsre-10545,13 August 1957,4,1,1,0.0,1942,False,0.0
zsre-1055,The Case-Book of Sherlock Holmes,4,1,1,0.0,The Lady of the Lake,False,0.0
zsre-10562,1934,3,1,1,0.0,1947,False,0.0
zsre-10568,Johann Palisa,0,1,1,1.0,Johann Palisa,False,0.0
zsre-10569,Johann Palisa,1,1,1,1.0,Johann Palisa,False,0.0
zsre-10570,Johann Palisa,2,1,1,1.0,Johann Palisa,False,0.0
zsre-10574,human,0,1,1,1.0,human,False,0.0
zsre-10577,heart attack,2,1,1,1.0,heart attack,False,0.0
zsre-10578,heart attack,0,1,1,1.0,heart attack,False,0.0
zsre-10580,heart attack,1,1,1,1.0,heart attack,False,0.0
zsre-10581,heart attack,4,1,1,1.0,heart attack,False,1.0
zsre-10582,heart attack,2,1,1,1.0,heart attack,False,0.0
zsre-10585,1946,0,1,1,0.0,1971,False,0.0
zsre-106,Venus,0,1,1,1.0,Venus,False,0.0
zsre-10621,Sisowath Monivong,1,1,1,0.0,Debsirindra,False,0.0
zsre-10622,David Jones,0,1,1,1.0,David Jones,False,0.0
zsre-10623,David Jones,2,1,1,1.0,David Jones,False,0.0
zsre-10625,David Jones,4,1,1,1.0,David Jones,False,0.0
zsre-10626,David Jones,0,1,1,1.0,David Jones,False,0.0
zsre-10627,David Jones,3,1,1,1.0,David Jones,False,0.0
zsre-10628,David Jones,1,1,1,1.0,David Jones,False,0.0
zsre-10629,4 February 1905,2,1,1,0.0,1942,False,0.0
zsre-10633,Cistercian,0,1,1,1.0,Cistercian,False,0.0
zsre-10634,Cistercian,3,1,1,1.0,Cistercian,False,0.0
zsre-10638,2008,0,1,1,0.0,17 November 1973,False,0.0
zsre-10648,Voghera,1,1,1,0.0,Rome,False,0.0
zsre-10652,Hamilton,4,1,1,0.0,Fosston,False,0.0
zsre-10653,Hamilton,0,1,1,1.0,Hamilton,False,0.0
zsre-10654,Frank Lloyd Wright,4,1,1,1.0,Frank Lloyd Wright,False,0.0
zsre-10655,Frank Lloyd Wright,2,1,1,1.0,Frank Lloyd Wright,False,0.0
zsre-10656,Frank Lloyd Wright,0,1,1,1.0,Frank Lloyd Wright,False,0.0
zsre-10657,Frank Lloyd Wright,2,1,1,1.0,Frank Lloyd Wright,False,0.0
zsre-10658,Frank Lloyd Wright,0,1,1,1.0,Frank Lloyd Wright,False,0.0
zsre-1066,Paris,2,1,1,1.0,Paris,False,0.0
zsre-10667,17 May 1993,4,1,1,0.0,15 May 1995,False,0.0
zsre-1067,Estadio Garcilaso,2,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-1068,Estadio Garcilaso,2,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-1069,Estadio Garcilaso,1,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-1070,Estadio Garcilaso,1,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10700,25 October 1972,0,1,1,0.0,16 July 1996,False,0.0
zsre-10701,25 October 1972,0,1,1,0.0,16 July 1996,False,0.0
zsre-10706,25 October 1972,1,1,1,1.0,25 October 1972,False,0.0
zsre-1071,Estadio Garcilaso,4,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-1072,Estadio Garcilaso,4,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10721,6 February 1823,0,1,1,0.0,16 February 1944,False,0.0
zsre-1073,Estadio Garcilaso,3,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10735,Mars,2,1,1,1.0,Mars,False,0.0
zsre-10736,Mars,0,1,1,1.0,Mars,False,0.0
zsre-1074,Estadio Garcilaso,2,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10741,Sébastien Le Prestre de Vauban,3,1,1,1.0,Sébastien Le Prestre de Vauban,False,0.0
zsre-10742,Sébastien Le Prestre de Vauban,1,1,1,1.0,Sébastien Le Prestre de Vauban,False,0.0
zsre-10743,Sébastien Le Prestre de Vauban,3,1,1,1.0,Sébastien Le Prestre de Vauban,False,0.0
zsre-10744,Sébastien Le Prestre de Vauban,2,1,1,1.0,Sébastien Le Prestre de Vauban,False,0.0
zsre-1075,Estadio Garcilaso,3,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10751,Joel Hastings Metcalf,3,1,1,0.0,Christian Heinrich Friedrich Peters,False,0.0
zsre-10752,Joel Hastings Metcalf,2,1,1,1.0,Joel Hastings Metcalf,False,0.0
zsre-10753,Joel Hastings Metcalf,3,1,1,0.0,Christian Heinrich Friedrich Peters,False,0.0
zsre-10754,Joel Hastings Metcalf,3,1,1,0.0,Christian Heinrich Friedrich Peters,False,0.0
zsre-10757,Wenzhou,4,1,1,0.0,Pyongyang,False,0.0
zsre-10763,Kelly Reichardt,2,1,1,1.0,Kelly Reichardt,False,0.0
zsre-10764,Kelly Reichardt,3,1,1,1.0,Kelly Reichardt,False,0.0
zsre-1077,Estadio Garcilaso,2,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10773,Kelly Reichardt,1,1,1,1.0,Kelly Reichardt,False,0.0
zsre-1078,Estadio Garcilaso,1,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10782,1996,0,1,1,0.0,14 December 2008,False,0.0
zsre-108,Venus,1,1,1,0.0,Moon,False,0.0
zsre-1080,Estadio Garcilaso,1,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10806,Rheinmetall,3,1,1,1.0,Rheinmetall,False,0.0
zsre-10807,Rheinmetall,4,1,1,1.0,Rheinmetall,False,0.0
zsre-10808,Rheinmetall,1,1,1,1.0,Rheinmetall,False,0.0
zsre-10809,Rheinmetall,4,1,1,1.0,Rheinmetall,False,0.0
zsre-10811,Eduardo De Santis,4,1,1,0.0,Giancarlo Giannini,False,0.0
zsre-10814,DuMont Television Network,2,1,1,0.0,CBC Television,False,0.0
zsre-1082,Estadio Garcilaso,2,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10820,Brescia,2,1,1,0.0,Venice,False,0.0
zsre-10827,4 December 1628,2,1,1,0.0,11 October 1915,False,0.0
zsre-10829,Twilight,2,1,1,0.0,DC Universe,False,0.0
zsre-1083,Estadio Garcilaso,3,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10832,Maracaibo,1,1,1,0.0,Paris,False,0.0
zsre-10837,15 March 1654,3,1,1,0.0,19 January 1953,False,0.0
zsre-10838,Ohio River,4,1,1,1.0,Ohio River,False,0.0
zsre-10839,Ohio River,2,1,1,1.0,Ohio River,False,0.0
zsre-1084,Estadio Garcilaso,3,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10840,Ohio River,4,1,1,1.0,Ohio River,False,0.0
zsre-10841,Ohio River,0,1,1,1.0,Ohio River,False,0.0
zsre-1085,Estadio Garcilaso,0,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10852,Uxbridge,0,1,1,0.0,Tiburon,False,0.0
zsre-10853,John of England,2,1,1,0.0,Geoffrey Boleyn,False,0.0
zsre-1086,Estadio Garcilaso,1,1,1,1.0,Estadio Garcilaso,False,0.0
zsre-10863,9 November 1943,4,1,1,0.0,1973,False,0.0
zsre-10865,politician,0,1,1,0.0,painter,False,0.0
zsre-10866,A. P. Nagarajan,3,1,1,0.0,Raj Kapoor,False,0.0
zsre-10868,16 March 1983,4,1,1,0.0,19 September 1986,False,0.0
zsre-10875,Leuven,1,1,1,0.0,Paris,False,0.0
zsre-10879,London,3,1,1,0.0,Liverpool,False,0.0
zsre-1089,Thomas Worthington,0,1,1,1.0,Thomas Worthington,False,0.0
zsre-10892,Fra Angelico,0,1,1,0.0,Albrecht Dürer,False,0.0
zsre-10893,Queensland,1,1,1,0.0,Australia,False,0.0
zsre-10894,Aix-en-Provence,3,1,1,0.0,Paris,False,0.0
zsre-1091,Thomas Worthington,1,1,1,1.0,Thomas Worthington,False,0.0
zsre-10913,1901,2,1,1,0.0,1947,False,0.0
zsre-10927,Chinese,2,1,1,0.0,French,False,0.0
zsre-10937,Rothschild family,4,1,1,1.0,Rothschild family,False,0.0
zsre-10938,Rothschild family,2,1,1,0.0,House of Saud,False,0.0
zsre-10940,Spanish Civil War,3,1,1,0.0,World War II,False,0.0
zsre-10946,Louisiana,4,1,1,0.0,Antarctica,False,0.0
zsre-10949,Discworld,3,1,1,0.0,DC Universe,False,0.0
zsre-10953,Discworld,0,1,1,0.0,DC Universe,False,0.0
zsre-10954,Ursa Major,2,1,1,1.0,Ursa Major,False,0.0
zsre-10955,Ursa Major,3,1,1,1.0,Ursa Major,False,0.0
zsre-10958,1982,2,1,1,0.0,1926,False,0.0
zsre-10969,Antibes,3,1,1,0.0,Paris,False,0.0
zsre-1097,Spain,0,1,1,0.0,French,False,0.0
zsre-10970,Antibes,2,1,1,0.0,Paris,False,0.0
zsre-10981,Arras,1,1,1,0.0,Paris,False,0.0
zsre-10989,Hot Springs,2,1,1,0.0,"Donaldsonville, Louisiana",False,0.0
zsre-11000,Bill Withers,3,1,1,0.0,Cecil B. DeMille,False,0.0
zsre-11017,snowboarder,4,1,1,0.0,French,False,0.0
zsre-1102,1818,2,1,1,0.0,17 March 1808,False,0.0
zsre-11031,Sathya,0,1,1,0.0,Mahaakshay Chakraborty,False,0.0
zsre-11042,politician,2,1,1,0.0,journalist,False,0.0
zsre-11054,Machiavellian,2,1,1,1.0,Machiavellian,False,0.0
zsre-11055,Machiavellian,4,1,1,0.0,Ziri ibn Manad,False,0.0
zsre-11056,Moscow,3,1,1,0.0,Yoshkar-Ola,False,0.0
zsre-11058,23 September 1846,1,1,1,1.0,23 September 1846,False,0.0
zsre-11059,23 September 1846,0,1,1,1.0,23 September 1846,False,0.0
zsre-11060,23 September 1846,0,1,1,1.0,23 September 1846,False,0.0
zsre-11061,23 September 1846,3,1,1,1.0,23 September 1846,False,0.0
zsre-11062,23 September 1846,1,1,1,1.0,23 September 1846,False,0.0
zsre-11065,23 September 1846,2,1,1,1.0,23 September 1846,False,0.0
zsre-11067,23 September 1846,4,1,1,1.0,23 September 1846,False,0.0
zsre-11068,23 September 1846,0,1,1,1.0,23 September 1846,False,0.0
zsre-11069,23 September 1846,1,1,1,1.0,23 September 1846,False,0.0
zsre-1107,1928,1,1,1,0.0,1942,False,0.0
zsre-11070,23 September 1846,3,1,1,1.0,23 September 1846,False,0.0
zsre-11072,23 September 1846,1,1,1,1.0,23 September 1846,False,0.0
zsre-11073,23 September 1846,0,1,1,1.0,23 September 1846,False,0.0
zsre-11074,23 September 1846,2,1,1,1.0,23 September 1846,False,0.0
zsre-11080,Vilaine,2,1,1,0.0,stroke,False,0.0
zsre-11082,French,4,1,1,1.0,French,False,0.0
zsre-11084,1940,3,1,1,0.0,19 January 1931,False,0.0
zsre-11090,German,4,1,1,0.0,French,False,0.0
zsre-11091,C,3,1,1,1.0,C,False,0.0
zsre-11092,C,2,1,1,1.0,C,False,0.0
zsre-11093,C,2,1,1,1.0,C,False,0.0
zsre-111,24 April 1977,2,1,1,0.0,11 October 1915,False,0.0
zsre-1110,Paris,2,1,1,1.0,Paris,False,0.0
zsre-11107,The Wind in the Willows,2,1,1,0.0,The Lady of the Lake,False,0.0
zsre-11110,1942,4,1,1,0.0,1947,False,0.0
zsre-11125,Bernhard Riemann,3,1,1,0.0,Oscar Zariski,False,0.0
zsre-11131,"Swanzey, New Hampshire",4,1,1,0.0,Estádio Nhozinho Santos,False,0.0
zsre-11134,Fujitsu,4,1,1,0.0,Matthew Kirtley,False,0.0
zsre-11136,479,0,1,1,0.0,1945,False,0.0
zsre-11137,Sextans,1,1,1,0.0,Moon,False,0.0
zsre-11138,Sextans,3,1,1,1.0,Sextans,False,0.0
zsre-11146,Marvel Universe,0,1,1,0.0,DC Universe,False,0.0
zsre-11152,Pierce Brosnan,2,1,1,0.0,James Moll,False,0.0
zsre-11159,19 January 1953,2,1,1,0.0,11 November 1955,False,0.0
zsre-11189,9 October 1593,3,1,1,0.0,16 February 1994,False,0.0
zsre-1119,translator,0,1,1,0.0,actor,False,0.0
zsre-11190,nurse,2,1,1,0.0,actor,False,0.0
zsre-11194,French,3,1,1,1.0,French,False,0.0
zsre-11203,Richard Lewis,4,1,1,0.0,Xavier Dolan,False,0.0
zsre-11208,France,3,1,1,0.0,Algeria,False,0.0
zsre-11210,Ariobarzanes I of Cappadocia,3,1,1,0.0,Oedipus,False,0.0
zsre-11213,1 October 1956,3,1,1,0.0,1994,False,0.0
zsre-11216,Clint Eastwood,2,1,1,0.0,Mark Bagley,False,0.0
zsre-1124,1931,4,1,1,0.0,19 September 1986,False,0.0
zsre-11247,Daniel Libeskind,2,1,1,0.0,Claude Lelouch,False,0.0
zsre-11256,Saguenay,1,1,1,0.0,Fosston,False,0.0
zsre-1126,Water Margin,0,1,1,0.0,Dream of the Red Chamber,False,0.0
zsre-11264,Python,0,1,1,0.0,C,False,0.0
zsre-11267,French,1,1,1,1.0,French,False,0.0
zsre-11271,Columbia University Press,1,1,1,0.0,Oxford University Press,False,0.0
zsre-11273,Llywelyn the Great,2,1,1,0.0,"Leopold II, Holy Roman Emperor",False,0.0
zsre-11274,Beverley Craven,0,1,1,0.0,Michael Graves,False,0.0
zsre-11282,Havana,3,1,1,0.0,heart attack,False,0.0
zsre-11284,24 June 1760,2,1,1,0.0,11 September 1994,False,0.0
zsre-11287,Prague,1,1,1,0.0,Vienna,False,0.0
zsre-1130,Ruhrstahl,2,1,1,0.0,Remington Arms,False,0.0
zsre-11308,2012,1,1,1,0.0,1999,False,0.0
zsre-11313,French,1,1,1,1.0,French,False,0.0
zsre-11332,Henri Gradis,0,1,1,0.0,Antibes,False,0.0
zsre-11342,21 February 1978,1,1,1,0.0,19 January 1903,False,0.0
zsre-11352,Camarillo,0,1,1,0.0,Paris,False,0.0
zsre-11356,Dell Publishing,4,1,1,1.0,Dell Publishing,False,0.0
zsre-11357,Dell Publishing,1,1,1,1.0,Dell Publishing,False,0.0
zsre-11362,Yamaha Motor Company,4,1,1,0.0,Adrian Newey,False,0.0
zsre-11364,admiral,0,1,1,0.0,French,False,0.0
zsre-11367,Maurice Leblanc,4,1,1,0.0,French,False,0.0
zsre-11373,Joseph Fourier,3,1,1,0.0,Richard Dedekind,False,0.0
zsre-1138,member of the Wisconsin State Senate,1,1,1,0.0,bishop,False,0.0
zsre-11386,heart attack,2,1,1,1.0,heart attack,False,0.0
zsre-11388,baronet,1,1,1,0.0,13 June 1889,False,0.0
zsre-11398,Minnesota,3,1,1,0.0,New Jersey,False,0.0
zsre-11400,Debsirindra,3,1,1,1.0,Debsirindra,False,0.0
zsre-11401,Debsirindra,0,1,1,1.0,Debsirindra,False,0.0
zsre-11402,Debsirindra,0,1,1,1.0,Debsirindra,False,0.0
zsre-1141,Tervuren,4,1,1,0.0,Paris,False,0.0
zsre-11419,French,1,1,1,1.0,French,False,0.0
zsre-1142,6 June 1966,3,1,1,0.0,1943,False,0.0
zsre-11420,Giulio Clovio,3,1,1,0.0,James Gregory,False,0.0
zsre-11422,Hong Kong,3,1,1,0.0,German,False,0.0
zsre-11445,French,4,1,1,1.0,French,False,0.0
zsre-11446,Milan,4,1,1,0.0,Paris,False,0.0
zsre-11447,Bee Gees,2,1,1,0.0,Madonna,False,0.0
zsre-1145,1985,0,1,1,0.0,19 January 1931,False,0.0
zsre-11458,1966,4,1,1,0.0,1942,False,0.0
zsre-11461,Australian rules footballer,1,1,1,0.0,painter,False,0.0
zsre-11463,Central African Republic,0,1,1,0.0,French,False,0.0
zsre-1147,Sinclair Radionics,0,1,1,1.0,Sinclair Radionics,False,0.0
zsre-1148,Sinclair Radionics,2,1,1,1.0,Sinclair Radionics,False,0.0
zsre-11485,Metro-Goldwyn-Mayer,3,1,1,0.0,Paramount Pictures,False,0.0
zsre-11490,Lake Ladoga,2,1,1,1.0,Lake Ladoga,False,0.0
zsre-11491,Lake Ladoga,2,1,1,1.0,Lake Ladoga,False,0.0
zsre-11492,Lake Ladoga,4,1,1,1.0,Lake Ladoga,False,0.0
zsre-11493,Lake Ladoga,4,1,1,1.0,Lake Ladoga,False,0.0
zsre-11494,biotechnology,3,1,1,0.0,Lufthansa,False,0.0
zsre-11496,Greek,3,1,1,0.0,French,False,0.0
zsre-11499,Yukon,1,1,1,0.0,Antarctica,False,0.0
zsre-11500,Chaetomiaceae,1,1,1,0.0,Picrodendraceae,False,0.0
zsre-1151,23 October 1943,4,1,1,0.0,Paris,False,0.0
zsre-11521,Meuse,0,1,1,1.0,Meuse,False,0.0
zsre-11522,Meuse,2,1,1,1.0,Meuse,False,0.0
zsre-11523,Meuse,1,1,1,1.0,Meuse,False,0.0
zsre-11524,Meuse,3,1,1,1.0,Meuse,False,0.0
zsre-11532,Rajesh Khanna,1,1,1,0.0,Antarctica,False,0.0
zsre-11535,Edward Bernds,0,1,1,0.0,Xavier Dolan,False,0.0
zsre-11536,Ashland,4,1,1,0.0,Hamilton,False,0.0
zsre-11551,Nicolas Léonard Sadi Carnot,4,1,1,0.0,French,False,0.0
zsre-11552,Nicolas Léonard Sadi Carnot,1,1,1,1.0,Nicolas Léonard Sadi Carnot,False,0.0
zsre-11564,The Cyrkle,1,1,1,0.0,Peter Paul Rubens,False,0.0
zsre-11598,1 March 2014,1,1,1,0.0,1989,False,0.0
zsre-11599,Genesis,3,1,1,0.0,Island Records,False,0.0
zsre-11603,9 April 1959,1,1,1,0.0,1942,False,0.0
zsre-11606,heart attack,4,1,1,1.0,heart attack,False,0.0
zsre-11607,heart attack,4,1,1,1.0,heart attack,False,0.0
zsre-11608,heart attack,0,1,1,1.0,heart attack,False,0.0
zsre-11643,Lumbovsky Gulf,3,1,1,0.0,Red River,False,0.0
zsre-11645,Selz,4,1,1,0.0,Pra River,False,0.0
zsre-11655,Orange River,0,1,1,0.0,Malewa River,False,0.0
zsre-11656,Master of the Children,0,1,1,0.0,archbishop,False,0.0
zsre-11662,Star Trek: The Animated Series,4,1,1,0.0,Doctor Who,False,0.0
zsre-11668,Elsevier,4,1,1,0.0,Springer Science+Business Media,False,0.0
zsre-11669,Heraclides Ponticus,3,1,1,1.0,Heraclides Ponticus,False,0.0
zsre-1167,Betty Hemings,3,1,1,0.0,Thomas Jefferson,False,0.0
zsre-11670,Heraclides Ponticus,2,1,1,1.0,Heraclides Ponticus,False,0.0
zsre-11694,LG Electronics,0,1,1,1.0,LG Electronics,False,0.0
zsre-11695,LG Electronics,4,1,1,1.0,LG Electronics,False,0.0
zsre-11703,Rekha Vedavyas,4,1,1,0.0,Manav Gohil,False,0.0
zsre-1172,University of Oslo,3,1,1,0.0,Cornell University,False,0.0
zsre-11732,Madeleine Patin,3,1,1,0.0,"Sophie, Duchess of Hohenberg",False,0.0
zsre-11734,Moon,0,1,1,1.0,Moon,False,1.0
zsre-11735,Moon,1,1,1,1.0,Moon,False,0.0
zsre-11736,Moon,3,1,1,1.0,Moon,False,0.0
zsre-11739,French,2,1,1,1.0,French,False,0.0
zsre-11741,Canal+,3,1,1,0.0,NBC,False,0.0
zsre-11744,2012,3,1,1,0.0,20 December 2007,False,0.0
zsre-11750,Santa Fe,1,1,1,0.0,Paris,False,0.0
