fact,rho,s_del,s_surv,margin,r_f
1927140,0.85,0.9083997011184692,,,True
2180839,0.85,0.9573370218276978,,,False
2380062,0.85,0.8785784244537354,,,True
2603584,0.85,,,,True
672851,0.85,0.8730534315109253,,,True
601478,0.85,0.9060238599777222,,,True
2085291,0.85,0.9297068119049072,,,True
2291070,0.85,,,,False
694486,0.85,0.90449059009552,,,False
2474999,0.85,,,,True
4525309,0.85,,,,True
200414,0.85,0.8715208768844604,,,True
1933827,0.85,,,,False
2142170,0.85,0.8525488376617432,,,False
6151017,0.85,0.8541640639305115,,,False
3246000,0.85,,,,False
501017,0.85,0.9097609519958496,,,False
5815001,0.85,0.881321907043457,,,True
318560,0.85,0.8739977478981018,,,True
1648052,0.85,0.913371205329895,,,False
6297574,0.85,0.8762894868850708,,,True
6505231,0.85,0.9317846894264221,,,True
4514247,0.85,,,,True
6043400,0.85,,,,True
2702620,0.85,0.8993675708770752,,,True
5974475,0.85,,,,False
6338836,0.85,0.9360202550888062,,,True
499672,0.85,,,,True
146692,0.85,0.8811443448066711,,,True
1678688,0.85,0.9088280200958252,,,True
1297664,0.85,0.9462491869926453,,,True
5904527,0.85,0.8597168922424316,,,False
1686002,0.85,0.8708512187004089,,,True
1995480,0.85,0.8814796209335327,,,True
2955066,0.85,0.9148573279380798,,,True
5660051,0.85,0.9525841474533081,,,False
1763729,0.85,0.9473714828491211,,,True
1829094,0.85,0.955893874168396,,,True
180938,0.85,,,,False
425591,0.85,,,,False
3553137,0.85,,,,False
1202714,0.85,0.8606211543083191,,,False
664514,0.85,0.9634577035903931,,,True
1473125,0.85,0.8993950486183167,,,False
1742797,0.85,0.8949539661407471,,,True
3108719,0.85,0.9408193826675415,,,True
1033176,0.85,0.9347649812698364,,,True
1032898,0.85,0.9215208292007446,,,False
5364534,0.85,,,,False
6216050,0.85,0.901385486125946,,,False
5179076,0.85,,,,False
2480048,0.85,0.8905043601989746,,,True
2672350,0.85,,,,False
6312437,0.85,0.8907145261764526,,,False
6408743,0.85,0.947960376739502,,,True
2791111,0.85,0.9177515506744385,,,True
1281223,0.85,0.9021573662757874,,,False
5870504,0.85,0.8795182704925537,,,False
1727462,0.85,0.9302548766136169,,,True
3803719,0.85,,,,True
1728178,0.85,,,,False
1455040,0.85,0.8786697387695312,,,True
5015775,0.85,0.9353370070457458,,,False
56722,0.85,0.937095046043396,,,True
2939807,0.85,0.9152156710624695,,,True
6257858,0.85,0.969663143157959,,,True
1223424,0.85,0.9334336519241333,,,False
6269689,0.85,0.9466381072998047,,,False
1630173,0.85,0.8888801336288452,,,False
2342140,0.85,0.9393841028213501,,,True
2920105,0.85,0.9630482196807861,,,True
4557333,0.85,,,,False
5852020,0.85,,,,True
1581906,0.85,0.9333475232124329,,,True
4269063,0.85,,,,False
557793,0.85,0.8995270729064941,,,True
6457547,0.85,,,,False
88313,0.85,0.9005364775657654,,,False
580323,0.85,,,,False
43108,0.85,0.945417046546936,,,False
30821,0.85,0.933020830154419,,,True
1780093,0.85,0.8850913047790527,,,False
5580296,0.85,0.8585047721862793,,,False
5421647,0.85,0.9397164583206177,,,True
6259525,0.85,0.8787703514099121,,,False
4269062,0.85,,,,False
3058589,0.85,,,,False
1794837,0.85,0.8921833038330078,,,True
35,0.85,0.9448835849761963,,,True
3084024,0.85,0.8607934713363647,,,True
1611420,0.85,0.8577231168746948,,,True
1734901,0.85,0.9344751834869385,,,True
206780,0.85,,,,False
3078837,0.85,,,,True
2415240,0.85,0.9134371876716614,,,True
2456508,0.85,0.9412695169448853,,,True
6266860,0.85,0.8810786008834839,,,True
1482020,0.85,0.8505723476409912,,,True
2669469,0.85,0.8520382642745972,,,True
3024026,0.85,0.8630836606025696,,,True
5175831,0.85,0.9303779006004333,,,True
1158077,0.85,0.9165364503860474,,,False
1796952,0.85,,,,True
1366262,0.85,0.9478991031646729,,,False
5978636,0.85,0.9158814549446106,,,True
5729702,0.85,0.8800650835037231,,,True
63868,0.85,0.8626698851585388,,,True
2562742,0.85,,,,True
6098623,0.85,0.9294140338897705,,,False
1202713,0.85,0.8606211543083191,,,False
4795088,0.85,0.8715901374816895,,,False
1001025,0.85,,,,False
3194701,0.85,0.8584077954292297,,,False
6263500,0.85,0.8815586566925049,,,False
5346032,0.85,0.8672165870666504,,,True
64340,0.85,0.879625678062439,,,False
1511830,0.85,0.9489246010780334,,,True
6306391,0.85,0.8601195812225342,,,False
66107,0.85,0.9466785788536072,,,False
2935548,0.85,0.9160253405570984,,,True
6259248,0.85,0.9408354163169861,,,True
2147549,0.85,0.8601444363594055,,,False
2965793,0.85,0.8676807284355164,,,False
2583275,0.85,0.9308339357376099,,,True
4404593,0.85,,,,False
205996,0.85,0.8722792863845825,,,False
2360504,0.85,0.8902115821838379,,,False
6049645,0.85,0.9515634775161743,,,True
1180121,0.85,,,,True
1657374,0.85,,,,False
1533806,0.85,,,,True
2740658,0.85,0.8705545663833618,,,False
4686489,0.85,,,,False
791541,0.85,0.912834882736206,,,True
546090,0.85,0.9359211921691895,,,True
110614,0.85,0.8846713900566101,,,False
13046,0.85,0.9482800960540771,,,True
3786129,0.85,,,,False
4812412,0.85,,,,False
6159486,0.85,0.8526212573051453,,,False
2507186,0.85,0.9359492063522339,,,True
6297091,0.85,0.9084460735321045,,,False
200353,0.85,0.8536086678504944,,,True
279768,0.85,0.8916832804679871,,,False
90681,0.85,,,,False
1307811,0.85,,,,True
1416440,0.85,0.9018541574478149,,,False
1941761,0.85,0.8580764532089233,,,True
1223425,0.85,0.9334336519241333,,,False
119440,0.85,,,,False
651517,0.85,0.9426903128623962,,,False
4165947,0.85,0.89992356300354,,,False
1782553,0.85,0.9297604560852051,,,True
2672349,0.85,,,,True
3073298,0.85,0.8791918158531189,,,True
321759,0.85,0.8782223463058472,,,False
1752279,0.85,0.939507782459259,,,True
6297573,0.85,0.9097332954406738,,,False
1780318,0.85,0.9132359027862549,,,True
2918829,0.85,0.8620976805686951,,,False
740702,0.85,,,,False
4664593,0.85,0.8712099194526672,,,False
242012,0.85,,,,False
1783379,0.85,,,,False
598694,0.85,0.9136692881584167,,,True
3980533,0.85,,,,True
3522454,0.85,,,,True
6519044,0.85,0.9391745924949646,,,True
6402164,0.85,0.8567512035369873,,,False
6549760,0.85,0.9354193210601807,,,True
6029389,0.85,0.8526090979576111,,,True
1900420,0.85,,,,True
1688690,0.85,0.8977741003036499,,,False
5806895,0.85,0.9153584241867065,,,True
6422767,0.85,,,,False
4740507,0.85,,,,True
1867834,0.85,0.9403802156448364,,,True
6312438,0.85,0.8907145261764526,,,False
6554019,0.85,0.9214282035827637,,,True
736578,0.85,,,,False
6258460,0.85,0.927525520324707,,,True
3028807,0.85,0.8617260456085205,,,False
2579813,0.85,0.8671078681945801,,,True
6290863,0.85,0.9321029186248779,,,False
528873,0.85,0.8809370994567871,,,True
3483883,0.85,,,,False
2440723,0.85,0.8874297142028809,,,True
1728181,0.85,0.8858165740966797,,,False
1587871,0.85,0.8683714866638184,,,True
5743876,0.85,,,,False
2972379,0.85,0.899598240852356,,,True
3041936,0.85,,,,False
1449028,0.85,0.935637354850769,,,False
761251,0.85,0.9108837842941284,,,True
4576218,0.85,0.8542343974113464,,,True
1485443,0.85,0.903809666633606,,,False
5702447,0.85,,,,False
2584594,0.85,0.9509392976760864,,,False
635851,0.85,0.8669888973236084,,,True
4831102,0.85,,,,False
1222235,0.85,0.8703098297119141,,,False
2970166,0.85,0.853219747543335,,,False
5409302,0.85,0.8866574764251709,,,True
258682,0.85,0.9179813861846924,,,True
607803,0.85,0.8553189039230347,,,True
2142166,0.85,,,,False
239951,0.85,0.9303252696990967,,,True
894483,0.85,0.9189261198043823,,,True
5815032,0.85,0.9396387338638306,,,False
350025,0.85,0.862980842590332,,,False
1723977,0.85,0.9052019119262695,,,True
39178,0.85,0.9317948818206787,,,True
1683267,0.85,0.8692514896392822,,,False
665961,0.85,,,,True
297952,0.85,0.9157536625862122,,,True
6284015,0.85,0.8828913569450378,,,True
1892618,0.85,0.8871876001358032,,,False
3349797,0.85,,,,False
1946956,0.85,0.8688766956329346,,,True
6400080,0.85,0.86798495054245,,,False
6526129,0.85,0.9498504996299744,,,True
1948707,0.85,0.8959656953811646,,,False
1251752,0.85,0.913661777973175,,,True
2686996,0.85,0.8788782954216003,,,False
4735194,0.85,0.9118860960006714,,,True
2292839,0.85,0.8755228519439697,,,True
1460182,0.85,0.8581839799880981,,,False
5575512,0.85,0.8759783506393433,,,False
654471,0.85,0.9202512502670288,,,True
2266274,0.85,0.920516848564148,,,True
5241281,0.85,0.8583542704582214,,,True
802449,0.85,0.9360891580581665,,,False
2281514,0.85,0.8707794547080994,,,False
1580390,0.85,0.9401763677597046,,,True
2155468,0.85,0.9174469709396362,,,True
3553139,0.85,,,,False
353886,0.85,,,,False
1660531,0.85,0.9440256357192993,,,True
398096,0.85,,,,True
580328,0.85,,,,False
6273545,0.85,0.9199157953262329,,,True
2777709,0.85,,,,False
6429721,0.85,,,,False
1665931,0.85,0.9320271015167236,,,True
217415,0.85,0.9202162623405457,,,True
4582157,0.85,,,,False
1659966,0.85,0.8622005581855774,,,False
240294,0.85,,,,False
4340656,0.85,,,,False
5630092,0.85,,,,True
6217738,0.85,,,,False
2481597,0.85,0.8684322834014893,,,True
6398583,0.85,0.8740693926811218,,,False
2465832,0.85,,,,False
798643,0.85,0.8546609282493591,,,False
593981,0.85,0.8691172003746033,,,True
636616,0.85,0.9152956008911133,,,False
1642787,0.85,,,,True
412570,0.85,0.8707454800605774,,,True
2013401,0.85,0.8801653385162354,,,True
2300772,0.85,,,,True
1775298,0.85,0.9209616780281067,,,True
1668604,0.85,0.8997986316680908,,,True
1085503,0.85,0.8678798675537109,,,True
2606349,0.85,,,,True
6015165,0.85,0.9061943292617798,,,False
4165948,0.85,0.89992356300354,,,False
3647092,0.85,,,,True
2085709,0.85,0.8891736268997192,,,False
207647,0.85,,,,True
1900421,0.85,,,,True
5904820,0.85,0.8982405662536621,,,True
2747507,0.85,0.8842422962188721,,,False
237677,0.85,,,,True
1620826,0.85,0.902900218963623,,,True
1729733,0.85,0.8851790428161621,,,False
3403435,0.85,,,,False
1728180,0.85,0.8858165740966797,,,False
1494758,0.85,,,,False
5895957,0.85,0.9413474798202515,,,True
6133150,0.85,0.9274560213088989,,,True
1249920,0.85,0.8773753643035889,,,True
6033282,0.85,0.9382296800613403,,,True
2199670,0.85,,,,False
6325089,0.85,0.8697900176048279,,,True
3714873,0.85,0.8713051080703735,,,False
1363778,0.85,0.94394850730896,,,True
3209494,0.85,,,,False
5592430,0.85,0.9259961843490601,,,True
562847,0.85,0.9332268238067627,,,False
6368178,0.85,0.8651400804519653,,,False
6117457,0.85,0.87428879737854,,,True
1728179,0.85,0.8858165740966797,,,False
265754,0.85,0.9409708976745605,,,True
1822049,0.85,0.8842596411705017,,,True
151132,0.85,,,,False
4635,0.85,0.8961590528488159,,,True
6408042,0.85,,,,False
1188844,0.85,0.8694307804107666,,,False
1201824,0.85,0.8855188488960266,,,False
4340659,0.85,,,,False
3626526,0.85,,,,False
245609,0.85,0.9031282663345337,,,True
1416438,0.85,0.9018541574478149,,,False
2769803,0.85,0.8797311782836914,,,False
5189715,0.85,0.8696777820587158,,,True
5679365,0.85,0.8749390244483948,,,True
6438570,0.85,0.90873783826828,,,False
1782552,0.85,0.9297604560852051,,,True
2899839,0.85,0.8673957586288452,,,True
3553138,0.85,,,,False
2070124,0.85,0.8979446887969971,,,True
308584,0.85,,,,True
5029130,0.85,,,,False
2126877,0.85,,,,False
3026512,0.85,0.9151346683502197,,,False
1447370,0.85,0.8702230453491211,,,True
504663,0.85,0.9260005950927734,,,True
6322925,0.85,0.92558753490448,,,True
25674,0.85,0.9386817216873169,,,True
482181,0.85,,,,False
4522734,0.85,0.8582682609558105,,,False
1537651,0.85,0.9406104683876038,,,True
1809866,0.85,,,,True
6083055,0.85,0.9455264806747437,,,True
1668447,0.85,,,,True
3171050,0.85,0.8653298020362854,,,False
248641,0.85,0.9202846884727478,,,True
6464294,0.85,,,,True
240295,0.85,,,,True
4767240,0.85,,,,True
1846418,0.85,0.8738584518432617,,,False
237772,0.85,,,,False
5282300,0.85,0.9410125017166138,,,False
792128,0.85,,,,False
3149189,0.85,,,,True
6320454,0.85,,,,False
581753,0.85,0.8977199196815491,,,True
805371,0.85,0.8528191447257996,,,True
6152249,0.85,0.8682084083557129,,,False
534816,0.85,0.9116385579109192,,,False
357926,0.85,0.9274225831031799,,,True
367189,0.85,0.9246892333030701,,,True
1592930,0.85,0.9274200797080994,,,True
119443,0.85,,,,False
2665279,0.85,,,,False
1541610,0.85,0.8982383012771606,,,False
1610120,0.85,,,,False
1003583,0.85,0.8588416576385498,,,False
6515624,0.85,0.9155721664428711,,,True
2797972,0.85,0.9097542762756348,,,False
2899239,0.85,,,,True
4394181,0.85,0.9331954717636108,,,True
58303,0.85,0.9171407222747803,,,True
4494197,0.85,,,,True
20250,0.85,0.9376217126846313,,,True
1488536,0.85,,,,True
162371,0.85,0.8718901872634888,,,True
3149188,0.85,,,,True
1140403,0.85,0.9399349689483643,,,True
5895914,0.85,0.9266538023948669,,,True
4212451,0.85,,,,True
2115021,0.85,,,,True
