target_key,gap,gap_rho,gap_eligible
1c83fac7-e3b9-4705-a3b0-c7b3ad6313a6,0.0,0.95,True
1c84eb45-1619-48f4-99a2-ba47b081ccdd,0.0,0.95,True
1cb635aa-cd96-4943-9a54-aa5471e25ac1,0.0,0.95,True
1d6e470c-7377-431b-8017-69054cb9e7ea,0.0,0.95,True
1dabb4cc-d24a-4d72-89b0-a0735b82df91,0.0,0.95,True
1de2db76-b920-4c34-8091-be7f78d5b396,0.0,0.95,True
1e5f5b0f-119d-434b-b478-6bfceda78e9b,0.0,0.95,True
1e782899-d53f-43b9-b1f8-eaf75c088432,0.0,0.95,True
1eaf7491-6ca8-4920-9c2c-18964f9a5e8f,0.0,0.95,True
1f79e45c-7777-46c0-85ec-277e1d4bc9ed,0.0,0.95,True
1fa4a454-a5dc-4fb9-a633-6df5571ed3ae,0.0,0.95,True
1fb30c64-b7fc-4b12-bc37-61a7b173430d,0.0,0.95,True
20125df8-e326-462e-8ee0-9e042fc6fb5d,0.0,0.95,True
204a8fe1-9966-42ff-a606-fe00714e0469,0.0,0.95,True
2060ad2f-cbda-4958-a132-c26778ad0e53,0.0,0.95,True
206a93b3-4841-4a94-8134-94ff78e72cd5,0.0,0.8,True
207849f1-869c-4fba-89f7-9065b792641e,0.0,0.95,True
20a71470-34f1-49a5-97ee-219dad4b7b9a,0.0,0.95,True
20acf7d9-8196-4a5c-b329-0ffa9cd592f9,0.0,0.95,True
20b3bf7b-467e-4353-8547-e1ba642bfad2,0.0,0.95,True
20c9c39c-f71d-4619-bccc-87b57dfcf7d8,0.0,0.95,True
2137ffb1-5ae9-419e-aba7-2bbfa25957c4,0.0,0.95,True
213c6be0-268e-449d-8c54-f514286dd5ec,0.0,0.95,True
213dac7c-5f47-402b-a493-bcce5a7c7d7f,0.0,0.95,True
223473f8-a7f0-4eec-a8c7-5730a21abffb,0.0,0.95,True
22ba06b9-b14a-4ea2-b946-45ebf845ce99,0.0,0.95,True
236aedba-bb0d-4a78-b046-e66b33223403,0.0,0.95,True
237a5545-6dee-42db-b810-f4aa611312cb,0.0,0.95,True
23a34589-708c-44c2-8022-abc05181c139,0.0,0.95,True
23eb8044-d2ac-47a6-9983-ec5fc6914b7c,0.0,0.95,True
24486eb0-242d-4ffd-afe1-70779b0f5bda,0.0,0.95,True
24877e4c-e49a-43be-92e8-47b67a7cb22a,0.0,0.95,True
24ee6d93-3d7b-401a-8429-84db071413ac,0.0,0.95,True
25b4d3e8-6519-4c18-b0fa-fa24dfdfb262,0.0,0.95,True
2601e32d-cb5d-46db-9dfe-b777e24165f7,0.0,0.95,True
270bc6a2-c72d-47cf-8c19-5dc15b9a38b1,0.0,0.95,True
2780451a-a25c-4759-a369-cf5004bc5245,0.0,0.95,True
27e88344-0f5b-423f-8c18-1e41a4e48ea7,0.0,0.95,True
27f97661-93d3-4fca-9107-26bee7f55d6d,0.0,0.95,True
282dafbc-2145-4654-86c8-37fde998f25b,0.0,0.95,True
28346196-33b2-4fc9-8120-604f0e9dd6de,0.0,0.95,True
283ef8aa-bfad-4ff3-8e64-652a598e77e8,0.0,0.95,True
285cc231-9325-4fc6-ae2f-3470c81f3af9,0.0,0.95,True
2885dfd9-c755-4e73-87ee-5afa81e01df0,0.0,0.95,True
28c1e571-8996-4a59-84c9-eeb45d2d5f86,0.0,0.95,True
28ef34a5-d13e-46fa-9eea-0723191e787a,0.0,0.95,True
290784e7-bd86-4738-bbab-d3d12c48205f,0.0,0.95,True
2930ac4b-cb99-4d35-b4f9-99cdb80233f3,0.0,0.95,True
2949b35d-d915-487d-a2fb-6db9a1faa5f8,0.0,0.95,True
295ad54f-b1d3-48ff-a119-eb463f3a3e44,0.0,0.95,True
2a8491b1-b923-4a7d-aa25-c08997370d11,0.0,0.95,True
2ba19370-837a-4e66-aa6d-10ad65852fb9,0.0,0.95,True
2bad5d83-437c-432b-a65d-d2aaedec8e9a,0.0,0.95,True
2bcce257-1145-4984-9fa9-dcd52377e866,0.0,0.95,True
2bd258ac-872b-4366-98d7-6c97dce5d87b,0.0,0.95,True
2bd7eefa-5ff7-49dc-8512-18113b31d5cb,0.0,0.95,True
2c09d1ac-14e3-4676-b5e1-c896c9856fcf,0.0,0.95,True
2c227b0b-839f-4821-81dd-08c6f7222e31,0.0,0.95,True
2ca4f733-4ab5-4f87-832b-4b333e4ff602,0.0,0.95,True
2ce808ca-311e-48d3-a607-582a09ba08c3,0.0,0.95,True
2d69255e-446b-498a-8ed4-88bffa0cef86,0.0,0.95,True
2dd389e0-8270-4f82-a66d-1159b28236da,0.0,0.95,True
2df1b5dd-5f7b-4b37-812e-12a0c9e6c015,0.0,0.95,True
2edd4160-57ca-48ba-b0e2-f53e2e3c3d7d,0.0,0.95,True
2fab979d-15dd-4cf8-896c-1079ebb2e650,0.0,0.95,True
2fb1aaec-28f8-4c42-86ba-61f725080eef,0.0,0.95,True
2fc2bbdd-d718-4e08-b808-86dd2c12b74a,0.0,0.95,True
2fcce129-6622-4b29-b576-324dc9c03f49,0.0,0.95,True
2fd04d3c-8aa6-46e4-836e-9c3af22c57cd,0.0,0.95,True
2fdca0ff-7725-43c8-af48-c13adce71f9c,0.0,0.95,True
3032f8b5-135c-479f-88fc-7ed37c5ce94b,0.0,0.95,True
30bef721-61b6-480f-b29a-239baf6faa0d,0.0,0.95,True
30f8d85d-88b6-4e8b-b393-1119f887c294,0.0,0.95,True
31354d5f-f857-4cf8-87d3-7498a5c197f6,0.0,0.95,True
314ea433-54ec-4b63-9937-9b04d765b690,0.0,0.95,True
31eb2f3e-488d-484b-83e8-d2ebbf450740,0.0,0.8,True
329235ee-6105-4552-9d2c-e0d504110682,0.0,0.95,True
32f5f7cb-a794-43e8-a929-bd5c6ac48630,0.0,0.95,True
3394ea7b-0d98-4146-840a-dfa070bc198a,0.0,0.95,True
341ffe83-f28b-4a8b-bd0a-57335afffc38,0.0,0.95,True
343c2323-b87e-488e-a9e3-e85c4d7c270f,0.0,0.95,True
34932ccf-a060-4350-8a6b-6f16e757e062,0.0,0.95,True
34e9d320-6d3c-48b2-96c7-ae8dfbc2ce71,0.0,0.95,True
35484e19-f457-46ad-bf29-2dbe68d62325,0.0,0.95,True
3582e6a9-de08-4319-8231-7c1e966f2cf8,0.0,0.95,True
35bab11e-1628-494e-be9f-70b3fd9db25a,0.0,0.95,True
35cbd4e0-a14f-4ee7-a6a2-3f5ea4690d1e,0.0,0.95,True
35cd1216-7f2e-436e-a6f8-c1cd1029f0d1,0.0,0.95,True
362c7cd7-cdd1-47de-b036-38cbaa30002c,0.0,0.95,True
365d616b-34fd-459f-a6a2-eee03f772e02,0.0,0.95,True
3678a787-55ea-40dd-8b58-bc3416dd6640,0.0,0.95,True
36871e3e-fe1d-4a40-a516-dffde3916bc3,0.0,0.95,True
36f05cc0-cebf-457d-8b71-af3647411fce,0.0,0.95,True
37b1ebab-ba6d-4f6e-ab71-4a55fff3d924,0.0,0.95,True
383f1bde-f9d9-4ae7-ba8a-9f49a853fd1d,0.0,0.95,True
3856b4af-0724-4c98-9c9c-228249335864,0.0,0.95,True
38ba02a4-dff1-4173-8c76-7fd01ed0ade9,0.0,0.95,True
38ec8e90-1b2d-40ba-9fac-64f68d36941b,0.0,0.95,True
38f82645-a4f7-416d-a932-05addd5eed5d,0.0,0.95,True
3971a4fd-cfbe-421e-9989-31783c25e834,0.0,0.95,True
3994966a-34b9-4fa4-abed-d80916c2dac9,0.0,0.95,True
39d2029f-7b38-4738-b8a0-a65b224148ce,0.0,0.95,True
3aa6c5cc-772c-4f62-9fb2-fb58de15b337,0.0,0.95,True
3ad59d66-3fb9-419b-ad03-7adf9d2e520e,0.0,0.95,True
3b7b61ea-6747-47cf-8733-a94324d5c83b,0.0,0.95,True
3bde9bb8-8f74-4ecf-b808-2658ec3c0e60,0.0,0.95,True
3bdeb857-cf75-4531-a10d-7a84a6532d83,0.0,0.95,True
3c01511b-f39a-471f-b37d-5bb5641309dd,0.0,0.95,True
3c3f02e9-725c-4958-b38b-1cb3669478d4,0.0,0.95,True
3c41912f-84d0-47b9-ab8c-c8412ae75314,0.0,0.95,True
3c761e21-1869-4c51-b893-b49cb3c82bd5,0.0,0.95,True
3cf795a8-a6ee-4ffd-bc29-cb4c4b46bbd0,0.0,0.95,True
3cf9d3b8-039e-4a30-8389-dcfda25cc772,0.0,0.95,True
3d27c4f7-1aff-450f-914f-4d2f417bbb3e,0.0,0.95,True
3d3cfbca-4648-41b9-9392-b2b4de05dbb0,0.0,0.95,True
3d8647f9-1655-454f-9c32-360df32b9b1d,0.0,0.95,True
3d9e360a-38f7-4b02-8c1c-c54102208c29,0.0,0.95,True
3e3e5488-160d-425a-b7c6-51643321d838,0.0,0.95,True
3eceb0df-b894-4528-bf44-a3f7c6b9d4e5,0.0,0.95,True
3f14bd2e-af07-4ea2-8f12-539bd3f88a29,0.0,0.95,True
3fe524c4-3d75-418a-ab4c-9d23198c57ca,0.0,0.95,True
3ff92bcf-518e-4997-b0d1-d70fe31893cc,0.0,0.95,True
40660faa-8f3b-42e8-8436-27b44f4ed307,0.0,0.95,True
40740100-71c2-44a1-a563-acd2fa87b939,0.0,0.95,True
41344afc-e0f4-447e-be56-ee0bb22e30b7,0.0,0.95,True
4154b5cb-1d0b-4fe0-90e3-02570f71476a,0.0,0.8,True
421498e8-c6be-4f00-8721-8ee230ce4278,0.0,0.95,True
423b3c15-fb74-4f01-a52b-8e54906344f4,0.0,0.95,True
42cfbf86-82f6-4d84-b251-f70a04d1fb43,0.0,0.95,True
42f14e7e-4585-4900-b4d6-6aa774a13c23,0.0,0.95,True
4349c309-6ee0-401c-aa3e-17cfa728145e,0.0,0.95,True
43e60f5a-1771-4aa6-b077-0b4cce867358,0.0,0.95,True
440f9dcf-0eb2-44ad-ac78-db3a47a0ac5a,0.0,0.95,True
44300878-aaaf-41c6-9b3e-0a7eb768cf31,0.0,0.95,True
447d670c-5ea9-4885-ad99-8899b753b126,0.0,0.95,True
451fe136-8dee-4154-8be5-f8e19d1f1ea4,0.0,0.95,True
453d7a84-c85d-4ad8-bb25-9b7e46b979b1,0.0,0.95,True
456e86a4-22eb-4146-939c-4b671f3ab6bd,0.0,0.95,True
45b8db39-99f4-47b7-8c0e-48cb24b0a501,0.0,0.95,True
45cf756f-75dc-4729-a01d-9f600c78190a,0.0,0.95,True
45d9dc4e-7a76-472a-808b-ee1e1ee0f623,0.0,0.95,True
46493f2b-1b30-4e5b-8dbf-ab1c30df5c82,0.0,0.95,True
46b2fabe-0f73-481e-86ef-766e67748837,0.0,0.95,True
46d6a869-1838-48ad-aa17-f8e2bbbaf4f0,0.0,0.95,True
4710625a-3258-437f-8f81-e24034bc5df0,0.0,0.95,True
47acc35f-3f39-4170-8e0a-0fcd8c5350ef,0.0,0.95,True
48562a6c-eeb7-4d8d-9606-cdb58908b487,0.0,0.95,True
49192e14-36ac-47b6-9233-6f7d3e131bd3,0.0,0.95,True
491b244b-ff1d-4941-8112-f8d924790a1f,0.0,0.95,True
491d1e0f-497c-4cf7-9301-06642c62d1a5,0.0,0.95,True
493cf34f-14a4-4263-a81d-2848a578fbcd,0.0,0.95,True
49455aeb-359c-4871-9c1d-73de61fc30a2,0.0,0.95,True
49801c42-ec89-4b72-92fe-5066c5b6c559,0.0,0.95,True
4a2bb83e-3f52-4108-97bf-c54f8bccdc96,0.0,0.95,True
4a6124e3-e5c3-4c6e-be14-7678a54d2529,0.0,0.95,True
4a6c7fff-1bc7-4c2b-931c-cae1558e8503,0.0,0.95,True
4a7e5d11-72bb-4820-83aa-2dea73899438,0.0,0.95,True
4b51843b-f41c-4fe9-ac25-8ce3345a55ad,0.0,0.95,True
4b9c5824-69ac-4f35-b8bf-496197879864,0.0,0.95,True
4bc1321d-f931-4fa8-a497-dc2bdc4679a9,0.0,0.95,True
4c08b014-0156-4eb9-8a53-a48fce6a447d,0.0,0.95,True
4c3fcba3-a0c8-445e-95b5-39435e0c8891,0.0,0.95,True
4c518e6f-4e52-4066-9ede-8b5c83bb88da,0.0,0.95,True
4cf4a0a5-82f6-4b02-a3d8-ce5636dfa48b,0.0,0.95,True
4d06b314-42d8-401f-a7e4-c1e6c3ad2f28,0.0,0.95,True
4d088577-2437-49ff-baec-ea5405aed487,0.0,0.95,True
4d4cd102-c3a4-4000-a3c8-2380601e4c74,0.0,0.95,True
4d5b73f9-3c3e-4119-ada4-817f236393d1,0.0,0.95,True
4dd0bc13-27bb-488b-9368-3292a23c9c30,0.0,0.95,True
4e85de3c-1c41-45dc-832e-cc981ce76106,0.0,0.95,True
4f6c1142-a70d-4027-b75c-6cfb728900d0,0.0,0.95,True
4f98fc27-3523-49b4-ad4f-2819085771a6,0.0,0.95,True
4ff2dcca-5076-4732-8235-a4a6b6a06f2f,0.0,0.95,True
4ffdd6e5-90dc-4912-8eca-665f7dcfe9e0,0.0,0.95,True
50146343-5a84-4abb-a1d5-5feb3f1c8141,0.0,0.95,True
50522856-468e-46a8-bf11-e69756382af4,0.0,0.95,True
50588cb6-446d-4b89-84a2-8c0fb8da0e8a,0.0,0.95,True
50d30473-dcf8-4642-9636-421c25957f18,0.0,0.95,True
50e72a5b-1eea-46e7-be4f-06510591907f,0.0,0.95,True
513fc5cd-222e-4d90-ab1f-19c341a05a36,0.0,0.95,True
51517288-2829-4e58-9d14-aec4a57ff035,0.0,0.95,True
51712ba8-d10e-448a-b0b5-f5df36c9f415,0.0,0.95,True
51e2ead7-8206-4566-9996-e5dce534979f,0.0,0.95,True
51f83482-2817-430a-8e1a-e01d65c53b8e,0.0,0.95,True
5312eba8-0e9a-47c1-a15e-076cd6e172d1,0.0,0.95,True
53e07243-be96-4009-9462-5ceb3a372d13,0.0,0.95,True
54635b46-436c-4ace-9530-4b62a67edd5b,0.0,0.95,True
54811a1e-9fba-42bc-96fd-5ddc1431bde0,0.0,0.95,True
54a2afe7-9913-4e03-97e7-2fa7e123ebc0,0.0,0.95,True
54f6d95f-7e00-4af2-b775-ac67c6d684ee,0.0,0.95,True
5550a37e-b0f3-4e61-966e-94e07057c27a,0.125,0.95,True
555bbfb7-985d-4d77-af6f-4bc6e2b43293,0.0,0.95,True
55917202-f8fe-44b2-bcfc-d9e90ac08cb9,0.0,0.95,True
55a9357e-be9d-4449-bb8c-b5b48af5674b,0.0,0.95,True
5651c4a2-6432-4850-b822-8d9706c48164,0.0,0.95,True
570f7b32-39bd-452b-9d05-082d6e4887e4,0.0,0.95,True
57dbd534-a50b-4309-b515-d8064d881ec3,0.0,0.95,True
58243ad8-dc9b-4a16-b119-0c0a3f408c52,0.0,0.95,True
584b56eb-3e57-4abf-ae9a-3c234c55f449,0.0,0.95,True
58ad8b8c-87ff-44cc-8a9b-952ee9276a9a,0.0,0.95,True
58d7c28d-7a71-4bd7-83f9-16b7616710ca,0.0,0.95,True
58f144d7-eae5-47ee-939e-c7c685b79833,0.0,0.95,True
594e2c5f-dfe3-4315-9a67-f56c1b286b18,0.0,0.95,True
5a6b3591-8813-4633-865f-bc721a767763,0.0,0.95,True
5aab05d0-fef6-4264-8f69-0342d2d31a51,0.0,0.95,True
5ab40ecc-6da1-4402-a6b9-7d2af0737da4,0.0,0.95,True
5ae6f8e9-a38f-4623-bd1b-8d5bc2558cb8,0.0,0.95,True
5c717999-19df-4ef1-9a24-6b1262285cb7,0.0,0.95,True
5cbc33f6-5644-4efe-827c-dda2ae277d52,0.0,0.95,True
5d2116c5-7984-41d5-bda6-a6c96605b4c3,0.0,0.95,True
5d45a7af-7359-47fe-9fb4-2fc556fc0e07,0.0,0.95,True
5d6d27dd-ae07-4796-9045-3e25e012fe93,0.0,0.95,True
5e81308a-bef5-4973-8858-aec32299d7b2,0.0,0.95,True
5e9d734e-a59d-40cf-9959-96ca67ef6fba,0.0,0.95,True
5f966a0b-2e50-4514-9972-6fbff9d4cf87,0.0,0.95,True
6016cecd-a8fd-45a4-ac6a-9c3b3cb754b9,0.0,0.95,True
60ca36ea-bea9-42e4-b6b0-b11f612ae792,0.0,0.95,True
61b74ed8-70f5-4c12-b341-1b73444a06a8,0.0,0.95,True
636b8c50-3aee-4097-85b5-2e5b366d2f02,0.0,0.95,True
638da6ea-7bc5-46f8-920d-bfc6a5f09bf0,0.0,0.95,True
6393c280-5888-4faf-948b-b34d8fabaf81,0.0,0.95,True
6396e34c-50ff-41e1-a307-6ce202b8ad15,0.0,0.95,True
63971731-fe9c-49ac-b58e-cdf1ec936e6b,0.0,0.95,True
641411dd-9df7-4416-9ab3-b9f087745546,0.0,0.8,True
64247869-de64-4926-8fb0-6f0b8e10b7d1,0.0,0.95,True
649a9545-1926-429d-9843-fb391d4b1574,0.0,0.75,True
64c47cb8-97fb-4c8e-98f3-db2d25f2a565,0.0,0.95,True
64eda51a-1f25-45d2-bd72-044492790385,0.0,0.95,True
653966f2-309e-4d00-905e-4e92d5233eda,0.0,0.95,True
65e1c0d6-76a0-40dd-8d83-e835c47c5b24,0.0,0.95,True
660d0868-46b1-4e63-8298-3c236f891aac,0.0,0.95,True
66137b95-2d97-4c59-ba25-ec6f9afd2c7c,0.0,0.95,True
66205a65-1917-408f-9635-720bb46a59cf,0.0,0.95,True
66e08deb-bbeb-4b86-b4f6-462162c173e1,0.0,0.8,True
6701742c-d8f5-4185-8a00-75c4083f502c,0.0,0.95,True
674b0b8f-67ca-4f05-b47b-14786b4bf055,0.0,0.95,True
67924f59-7ac7-4b0e-9af6-117367894ad3,0.0,0.95,True
682caaf6-e81a-4b00-a5f3-1e0a2ad87c0b,0.0,0.95,True
68e47b52-e95a-4850-8f6c-e9c91229d090,0.0,0.95,True
69077591-664e-480d-8c8c-9e0ec6cf5ce6,0.0,0.95,True
6923d4c2-1a9a-4616-b694-8c27a84e8f01,0.0,0.95,True
695cddaf-b50c-4ca0-bdf3-5153d9c3db3b,0.0,0.95,True
69606dec-c978-483f-ae23-d4c5446b1808,0.0,0.95,True
69a2c2e3-3c23-431e-89c2-77228ac81add,0.0,0.95,True
69cf68ca-a248-43ff-97a9-130d027b1f8c,0.0,0.95,True
69e3cb43-13c1-430c-b69e-bde47959bb06,0.0,0.95,True
6a02fc70-fc64-490f-a1b6-47099860b7dd,0.0,0.95,True
6a3af14e-4980-4b07-8667-2b956c8af8b7,0.0,0.95,True
6a5e59f0-4ab1-42b5-9212-abc228680465,0.0,0.95,True
6a7471c7-f775-4395-ab3a-d6623aa7cb65,0.0,0.85,True
6ace3fd3-fb2f-4645-9bad-5912670659fb,0.0,0.95,True
6ae03781-f336-489e-8c1f-69dd542d78f9,0.0,0.95,True
6b244fd1-5ba4-4dd3-a32e-7299a2e9ef9c,0.0,0.95,True
6b4fa3c0-926e-4559-a997-003a1025b804,0.0,0.95,True
6cbe6ba7-32fa-4a1e-949c-6f89573b6c41,0.0,0.95,True
6d1e56e5-533d-4025-ace3-ce45a2c0e1d9,0.0,0.95,True
6d75f8cb-4685-4f3e-952c-c8875ca1324b,0.0,0.95,True
6da8b41a-0c75-4c8b-929d-4722ace224e7,0.0,0.95,True
6e0e417e-0179-4552-9d63-d0e5067532a2,0.0,0.95,True
6ed70e84-5097-4acc-b724-998e2e1e387b,0.0,0.95,True
6eddfc8a-ed34-4f08-9544-4b1d4e2c7244,0.0,0.95,True
6f08818c-3e1d-4d3a-9c32-6abd5650814b,0.0,0.95,True
6f6c2c2b-e925-464b-80a0-4f03dac6fb63,0.0,0.95,True
6f725f0d-a69b-4b8f-9623-f6d330d15eec,0.0,0.95,True
6f9b197b-d999-4617-b4eb-31b3cfbe6d45,0.0,0.95,True
70315513-e398-4571-ac32-ebe8a938a7c9,0.0,0.95,True
705535b8-e8c8-40dc-a517-34008c879bbf,0.0,0.95,True
705cfdb6-578f-4570-be91-e423df94b454,0.0,0.95,True
7069f8d1-ad65-4596-9462-4a90238505d9,0.0,0.95,True
7077a1bd-700f-45ee-b4bb-2265fe8f6e17,0.0,0.95,True
70ebfab0-d07d-4dfa-bf67-75b4783761f0,0.0,0.95,True
7265e144-83f1-4dde-919b-685ea6cef315,0.0,0.95,True
728fb815-35b4-46a8-b08e-dc22781e027c,0.0,0.95,True
73d54599-08b2-4a97-ad5d-ffa5958e6a05,0.0,0.95,True
7410e4ae-0c79-4bbb-9206-1503c0036cc6,0.0,0.95,True
74310854-dbd9-41a9-a205-93ce5f83a5cc,0.0,0.95,True
748722bb-6b40-4d7f-afaa-b06778601d86,0.0,0.95,True
74876aac-7550-4bcb-bfe1-526834104664,0.0,0.95,True
749667d5-f089-4496-887e-8f3f276979b9,0.0,0.75,True
74f5d22d-aab9-4530-9c91-1647ad0dffe1,0.0,0.95,True
7543e343-7ca1-4534-a82b-1f4a0837ddc7,0.0,0.95,True
75931b54-c56e-470f-8a8a-a1e9daae990a,0.0,0.95,True
75c75375-4203-4163-8519-328a419d3077,0.0,0.95,True
75d73225-319c-43fe-86df-4422c7c7525f,0.0,0.95,True
75f877c9-4fa6-4fd7-af1c-ac6eb59572dc,0.0,0.95,True
7643c16f-a9d8-4c7f-a630-337087949729,0.0,0.95,True
76b8ba96-0f02-4b67-99ec-452dbab55e11,0.0,0.95,True
76c8a5a3-1000-4f36-9e7e-de582d533bd9,0.0,0.95,True
76f6b9f1-3e7b-4d9f-8224-9d971470e242,0.0,0.95,True
7728544e-5144-4d3e-b473-a31106d62a3b,0.0,0.95,True
78736b37-e339-4273-8dda-0f1706374cf1,0.0,0.95,True
78b49c4b-0d49-4c0a-9652-846145936ddc,0.0,0.95,True
78d2fe8b-c416-4a0d-a9b1-4749e3187436,0.0,0.95,True
793d8676-6f02-4ba9-b9d0-ebf187ea4331,0.0,0.95,True
7968399e-8e93-4b93-ae8c-081ebb060fc3,0.0,0.95,True
79bfe3db-1abf-47bf-828e-ad6b48a5a620,0.0,0.95,True
79c4c3dd-20a4-47d2-8e35-43621ec9a618,0.0,0.95,True
79c93394-ac3f-494a-8e73-cca5b2e71e89,0.0,0.95,True
7a53eda8-d856-45c5-a11b-03aa5e185ff8,0.0,0.95,True
7c134c88-2abb-4729-b5f1-9868fea980ac,0.0,0.95,True
7c5aae73-bc2e-46fd-a1fe-1ac4e35ce691,0.0,0.95,True
