fact,answer,fold,samples,samples_scored,l_rep,predicted,label_unseen,behavioral_l
1719999,Charles Dickens,2,1,1,0.0,Jane Austen,False,0.0
1721484,Ruben Fleischer,0,1,1,0.0,Robert Zemeckis,False,0.0
1722391,Edinburgh,2,1,1,0.0,London,False,0.0
1723865,Adam Rifkin,3,1,1,0.0,John Norman,False,0.0
1723977,Lewis Carroll,1,1,1,0.0,Stephen,False,0.0
1726948,Martin Scorsese,0,1,1,0.0,John Lasseter,False,0.0
1727462,Skopje,3,1,1,0.0,Podgorica,False,0.0
1728179,Ian Watson,1,1,1,1.0,Ian Watson,False,0.0
1728180,Ian Watson,2,1,1,1.0,Ian Watson,False,0.0
1728181,Ian Watson,4,1,1,1.0,Ian Watson,False,0.0
1729733,basketball,0,1,1,0.0,American football,False,0.0
1734901,Tirana,4,1,1,0.0,Florence,False,0.0
1735082,Paul Verhoeven,3,1,1,0.0,Robert Zemeckis,False,0.0
173694,Stephen Sondheim,1,1,1,1.0,Stephen Sondheim,False,0.0
173695,Stephen Sondheim,3,1,1,1.0,Stephen Sondheim,False,0.0
173697,Stephen Sondheim,0,1,1,1.0,Stephen Sondheim,False,0.0
1740588,Nuuk,2,1,1,0.0,Stockholm County,False,0.0
1742649,multiplayer online battle arena,4,1,1,0.0,role-playing video game,False,0.0
1742797,Peter Morgan,3,1,1,0.0,Daphne du Maurier,False,0.0
1745955,Jane Austen,3,1,1,0.0,Stephen King,False,0.0
1746524,Zagreb,0,1,1,0.0,Praia,False,0.0
1752279,Sarajevo,2,1,1,0.0,Sofia,False,0.0
1757186,Augustus,2,1,1,0.0,Zebedee,False,0.0
1761959,Cyclops,2,1,1,0.0,Charlie Chaplin,False,0.0
1762842,Fred Trump,2,1,1,0.0,George H. W. Bush,False,0.0
1763729,Baku,1,1,1,0.0,Dhaka,False,0.0
1770493,Andorra la Vella,3,1,1,0.0,Loiret,False,0.0
1775298,Nicosia,4,1,1,0.0,Cairo,False,0.0
1779954,horror film,4,1,1,0.0,rock music,False,0.0
1780093,Bill Clinton,3,1,1,0.0,actor,False,1.0
1780318,Noah,4,1,1,0.0,Islam,False,0.0
1782512,Augustine Washington,2,1,1,0.0,Mary Ball Washington,False,0.0
1782515,Mary Ball Washington,0,1,1,0.0,Augustine Washington,False,0.0
1782552,Kutaisi,0,1,1,1.0,Kutaisi,False,0.0
1782553,Kutaisi,2,1,1,1.0,Kutaisi,False,0.0
1788690,Durham,2,1,1,0.0,Dublin,False,1.0
1789286,Lincoln,4,1,1,0.0,Winchester,False,0.0
1789490,Darke County,4,1,1,0.0,New York City,False,0.0
1790487,Norwich,3,1,1,0.0,Hanover,False,0.0
179126,Abigail Greene Aldrich,1,1,1,0.0,Pauline LaFon Gore,False,0.0
179252,Baptists,0,1,1,0.0,Nation of Islam,False,0.0
1793343,Exeter,0,1,1,0.0,London,False,0.0
1793405,Taunton,0,1,1,0.0,Boston,False,0.0
1794837,Trowbridge,1,1,1,0.0,Winchester,False,0.0
1796952,David Nicholls,3,1,1,0.0,David Hare,False,0.0
1802180,Maidstone,4,1,1,0.0,London,False,0.0
1802332,Valletta,1,1,1,0.0,Florence,False,0.0
1809866,George V,3,1,1,0.0,Mary of Teck,False,0.0
1809868,Mary of Teck,4,1,1,0.0,George V,False,0.0
1811247,Norway,2,1,1,0.0,People's Republic of China,False,0.0
1812127,Robert Kiyosaki,4,1,1,0.0,Jonathan Larson,False,0.0
1812640,Tskhinvali,4,1,1,0.0,Kutaisi,False,0.0
1822049,"Abraham Quintanilla,",1,1,1,1.0,"Abraham Quintanilla,",False,0.0
1826568,Podgorica,2,1,1,0.0,Sofia,False,1.0
1829094,Hamilton,0,1,1,0.0,Kingston,False,0.0
184850,Matt Greenhalgh,3,1,1,0.0,Barry Hines,False,0.0
185033,thriller,2,1,1,0.0,first-person shooter,False,0.0
1853186,Burgundian Netherlands,0,1,1,1.0,Burgundian Netherlands,False,0.0
1853187,Burgundian Netherlands,4,1,1,1.0,Burgundian Netherlands,False,0.0
1853188,Burgundian Netherlands,1,1,1,1.0,Burgundian Netherlands,False,0.0
1853189,Burgundian Netherlands,2,1,1,1.0,Burgundian Netherlands,False,0.0
1853190,Burgundian Netherlands,1,1,1,1.0,Burgundian Netherlands,False,0.0
1853198,City of Brussels,2,1,1,0.0,Burgundian Netherlands,False,1.0
1860029,Havana,1,1,1,0.0,Central Bohemian Region,False,0.0
1860287,Prince Joachim of Denmark,1,1,1,0.0,Paul I of Russia,False,0.0
186597,Elem Klimov,3,1,1,0.0,Daphne du Maurier,False,0.0
1867834,Belmopan,2,1,1,0.0,Managua,False,0.0
1882504,Bridgetown,3,1,1,0.0,Hamilton,False,0.0
189068,Free Software Foundation,0,1,1,1.0,Free Software Foundation,False,0.0
189200,Irving Berlin,3,1,1,0.0,Stephen Sondheim,False,0.0
1892618,basketball,3,1,1,0.0,actor,False,0.0
1900420,Christophe Beck,3,1,1,1.0,Christophe Beck,False,0.0
1900421,Christophe Beck,3,1,1,1.0,Christophe Beck,False,0.0
1900422,Christophe Beck,0,1,1,1.0,Christophe Beck,False,0.0
1919215,James Cameron,3,1,1,0.0,Ian Watson,False,0.0
1927140,Cardiff,0,1,1,0.0,London,False,0.0
1927933,Stephen King,0,1,1,0.0,John Norman,False,0.0
1931065,Terry Gilliam,1,1,1,0.0,Johnny Depp,False,0.0
1939901,Jakarta,1,1,1,0.0,Federated Malay States,False,0.0
1941759,Kingdom of the Netherlands,2,1,1,0.0,Willemstad,False,1.0
1941761,Willemstad,0,1,1,0.0,Kingdom of the Netherlands,False,0.0
1941949,Saint Peter Port,0,1,1,0.0,Kingstown,False,0.0
1942600,baseball,3,1,1,0.0,American football,False,0.0
1944925,Willemstad,4,1,1,0.0,The Hague,False,0.0
1946956,Stephen Sondheim,2,1,1,0.0,John Kander,False,0.0
19472,Antananarivo,3,1,1,0.0,N'Djamena,False,0.0
1948711,Antoine de Saint-Exupéry,3,1,1,0.0,John Lasseter,False,0.0
196737,soap opera,1,1,1,0.0,rock music,False,0.0
1980780,Jamie Linden,2,1,1,0.0,John Lennon,False,0.0
1980835,David Heyman,3,1,1,0.0,Jerry Bruckheimer,False,0.0
1981146,Bloemfontein,0,1,1,0.0,Rhodesia,False,0.0
1981147,Bloemfontein,4,1,1,1.0,Bloemfontein,False,0.0
1981148,Bloemfontein,0,1,1,0.0,Rhodesia,False,0.0
199300,Brian Grazer,1,1,1,0.0,David Giler,False,0.0
1993670,Belfast,4,1,1,0.0,London,False,0.0
1995480,Upton Sinclair,4,1,1,0.0,Stephen King,False,0.0
200353,Michael Lewis,2,1,1,0.0,Robert Kirkman,False,0.0
200414,Howard Hawks,0,1,1,0.0,Christian Nyby,False,0.0
200416,Christian Nyby,4,1,1,1.0,Howard Hawks,False,0.0
2013401,Don DeLillo,4,1,1,0.0,Irving Berlin,False,0.0
2014194,Ukraine,2,1,1,0.0,Indonesia,False,0.0
2014345,Mister Fantastic,2,1,1,0.0,Robert Kardashian,False,0.0
20250,Lilongwe,1,1,1,0.0,Nicosia,False,0.0
203437,Nairobi,1,1,1,0.0,Abuja,False,0.0
2036135,Tashkent,4,1,1,0.0,Ufimsky District,False,0.0
203754,American football,3,1,1,0.0,actor,False,0.0
204048,Cormac McCarthy,1,1,1,0.0,Jack Kerouac,False,0.0
2045728,Mark Gordon,2,1,1,0.0,Free Software Foundation,False,0.0
2051232,Mysore,1,1,1,0.0,Kolkata,False,1.0
205531,rock music,2,1,1,0.0,soap opera,False,0.0
2055647,Duncan Jones,4,1,1,0.0,David Heyman,False,0.0
205570,Spike Lee,0,1,1,0.0,John Lasseter,False,0.0
2059763,actor,0,1,1,1.0,actor,False,0.0
205996,Andrew Bergman,0,1,1,0.0,John Lasseter,False,0.0
2064852,Tsui Hark,0,1,1,0.0,Tony Garnett,False,0.0
2064903,Geoffrey S. Fletcher,4,1,1,0.0,Christopher Gore,False,0.0
2065688,Gotham City,2,1,1,0.0,New York City,False,0.0
2068848,Avarua,4,1,1,0.0,South Tarawa,False,0.0
2069235,Sean Penn,1,1,1,0.0,Stephen Sondheim,False,0.0
2070124,Dublin,4,1,1,0.0,London,False,0.0
2085291,Frank De Felitta,4,1,1,0.0,David Seltzer,False,0.0
2085709,Richard Rodgers,3,1,1,0.0,Stephen Sondheim,False,0.0
2091182,Lucien Hubbard,3,1,1,0.0,Howard Hawks,False,0.0
2104045,Nat Faxon,1,1,1,1.0,Nat Faxon,False,0.0
2104046,Nat Faxon,4,1,1,1.0,Nat Faxon,False,0.0
2115021,Yuvan Shankar Raja,4,1,1,0.0,Harris Jayaraj,False,0.0
2115553,first-person shooter,4,1,1,1.0,puzzle video game,False,0.0
2120061,actor,0,1,1,0.0,record producer,False,0.0
2122202,Italy,2,1,1,0.0,rock music,False,0.0
2126878,Robert Mark Kamen,3,1,1,1.0,Robert Mark Kamen,False,0.0
2126879,Robert Mark Kamen,4,1,1,1.0,Robert Mark Kamen,False,0.0
2131105,Terry Jones,1,1,1,0.0,John Lasseter,False,0.0
2137484,Henry Wadsworth Longfellow,3,1,1,0.0,Stephen Sondheim,False,0.0
2139200,Budapest,3,1,1,0.0,Sanaa,False,0.0
2142166,George V,1,1,1,0.0,Mary of Teck,False,0.0
2142170,Mary of Teck,4,1,1,0.0,George V,False,0.0
2147549,Mississippi,1,1,1,0.0,Jackson,False,0.0
2155468,Joe Jackson,0,1,1,0.0,Katherine Jackson,False,0.0
2155469,Katherine Jackson,4,1,1,0.0,Joe Jackson,False,0.0
2158903,Kalanithi Maran,3,1,1,0.0,"Abraham Quintanilla,",False,0.0
2173537,Anna Maria Villani Scicolone,1,1,1,0.0,Theia,False,0.0
217415,Addis Ababa,1,1,1,0.0,Nicosia,False,0.0
2180839,Viceroyalty of Perú,0,1,1,1.0,Viceroyalty of Perú,False,1.0
2180840,Viceroyalty of Perú,2,1,1,1.0,Viceroyalty of Perú,False,1.0
2187915,fighting game,3,1,1,0.0,alternative rock,False,0.0
2192092,Santiago Metropolitan Region,1,1,1,0.0,Santiago,False,0.0
2199670,Joel Schumacher,2,1,1,0.0,Robert Zemeckis,False,0.0
2203041,Isaac,1,1,1,0.0,Jacob,False,0.0
2203391,Madrid,0,1,1,1.0,Madrid,False,0.0
2228775,Shawn Levy,0,1,1,0.0,Lesli Linka Glatter,False,0.0
2238655,Betty Fox,0,1,1,0.0,Marta Kauffman,False,0.0
2254982,Santiago,2,1,1,0.0,Santiago Metropolitan Region,False,0.0
226023,Maharashtra,4,1,1,0.0,Tughlaq dynasty,False,0.0
2266140,Amsterdam,0,1,1,0.0,Kingdom of the Netherlands,False,0.0
2266274,"Washington, D.C.",0,1,1,0.0,London,False,0.0
2281512,Joseph,0,1,1,1.0,Joseph,False,0.0
2281513,Joseph,4,1,1,1.0,Joseph,False,0.0
2292083,Henan,3,1,1,0.0,Beijing,False,0.0
2292839,Gustav Holst,4,1,1,0.0,David Giler,False,0.0
2300772,Steven Gould,2,1,1,0.0,Jackson,False,0.0
232130,Robert Zemeckis,3,1,1,0.0,Ruben Fleischer,False,0.0
2342140,City of Brussels,3,1,1,0.0,Burgundian Netherlands,False,0.0
234484,Steven Spielberg,4,1,1,0.0,David Fincher,False,0.0
234486,Melissa Mathison,4,1,1,0.0,David Giler,False,0.0
2350332,Angelo Pizzo,2,1,1,0.0,John Lasseter,False,0.0
2350775,Bob Marley,1,1,1,0.0,Joe Jackson,False,0.0
2354806,basketball,4,1,1,0.0,record producer,False,0.0
2357044,Bernhard Schlink,1,1,1,0.0,Anthony Minghella,False,0.0
2373230,soul music,1,1,1,0.0,art rock,False,0.0
237675,alternative rock,0,1,1,1.0,alternative rock,False,0.0
237677,alternative rock,1,1,1,1.0,alternative rock,False,0.0
2380062,Surinder Kapoor,4,1,1,0.0,Harivansh Rai Bachchan,False,0.0
239099,Galt MacDermot,2,1,1,0.0,John Kander,False,0.0
2393310,composer,3,1,1,0.0,actor,False,0.0
239951,Lansing,3,1,1,0.0,Berlin,False,0.0
2415240,American football,0,1,1,0.0,actor,False,0.0
2419759,Western Australia,4,1,1,0.0,Rhodesia,False,1.0
2438406,Perth,3,1,1,0.0,Canberra,False,0.0
2440723,Luoyang,3,1,1,0.0,Nanjing,False,0.0
2449609,Sydney,3,1,1,0.0,Canberra,False,0.0
245609,Aiwass,2,1,1,0.0,Jacob,False,0.0
2456508,Darwin,1,1,1,0.0,Falkland Islands,False,0.0
2461657,Steven Spielberg,3,1,1,0.0,Nancy Hanks Lincoln,False,0.0
246233,Accra,1,1,1,0.0,Kutaisi,False,0.0
2477193,Mark Twain,3,1,1,0.0,Robert Louis Stevenson,False,0.0
2480048,Alexander McCall Smith,0,1,1,0.0,Stephen King,False,0.0
2481597,Errol Flynn,2,1,1,0.0,Eileen Ryan,False,0.0
248641,Panaji,3,1,1,0.0,Tughlaq dynasty,False,0.0
2490440,association football,1,1,1,1.0,association football,False,1.0
2507186,Helsinki,2,1,1,0.0,Stockholm County,False,0.0
2510882,London,4,1,1,1.0,London,False,0.0
2528777,The Church of Jesus Christ of Latter-day Saints,4,1,1,0.0,Catholic Church,False,0.0
2533106,Jane Austen,1,1,1,0.0,Charles Dickens,False,0.0
